"Occurrences","Lexeme","Strong's number","Strong's unreliable?","Gloss"
2,"ἀγνωσία",56,"no","ignorância"
1,"ἄγνωστος",57,"no","desconhecido"
11,"ἀγορά",58,"no","mercado"
30,"ἀγοράζω",59,"no","eu não sei, eu ignoro, eu sou ignorante de"
2,"ἀγοραῖος",60,"no","uma espreguiçadeira no mercado"
2,"ἄγρα",61,"no","pegando, pegar"
1,"ἀγράμματος",62,"no","sem instrução"
1,"ἀγραυλέω",63,"no","Eu não sei, eu sou ignorante de"
1,"ἀγρεύω",64,"no","Eu pego, eu capture"
2,"ἀγριέλαιος",65,"no","oliveira selvagem"
3,"ἄγριος",66,"no","selvagem, feroz"
11,"Ἀγρίππας",67,"no","Agripa"
36,"ἀγρός",68,"no","campo, interior"
4,"ἀγρυπνέω",69,"no","Eu pego, eu capture"
2,"ἀγρυπνία",70,"no","insônia, assistindo"
69,"ἄγω",71,"no","eu guio, eu conduzo, eu vou"
1,"ἀγωγή",72,"no","conduta"
6,"ἀγών",73,"no","concurso"
1,"ἀγωνία",74,"no","Concurso, Agonia"
8,"ἀγωνίζομαι",75,"no","Eu me esforço, eu lendo"
9,"Ἀδάμ",76,"no","Adão"
1,"ἀδάπανος",77,"no","sem despesa, livre"
1,"Ἀδδί",78,"no","Addi"
26,"ἀδελφή",79,"no","irmã"
343,"ἀδελφός",80,"no","irmão"
2,"ἀδελφότης",81,"no","fraternidade"
2,"ἄδηλος",82,"no","invisível, não óbvio"
1,"ἀδηλότης",83,"no","incerteza"
1,"ἀδήλως",84,"no","fora de vista, incerta"
3,"ἀδημονέω",85,"no","Estou incomodado, angustiei"
1,"ἀδιάκριτος",87,"no","não ambíguo"
2,"ἀδιάλειπτος",88,"no","incessante, incentivo"
4,"ἀδιαλείπτως",89,"no","incessantemente"
28,"ἀδικέω",91,"no","eu pratico o mal, eu faço injustiça, eu causo dano"
3,"ἀδίκημα",92,"no","crime, delito"
25,"ἀδικία",93,"no","injustiça"
12,"ἄδικος",94,"no","injusto"
1,"ἀδίκως",95,"no","injustamente"
1,"ἀδμίν",284,"yes","Amminadab"
8,"ἀδόκιμος",96,"no","Não passando o teste"
1,"ἄδολος",97,"no","puro"
1,"Ἀδραμυττηνός",98,"no","Pertencendo a Adramyttium"
1,"Ἀδρίας",99,"no","mar Adriático"
1,"ἁδρότης",100,"no","Lavbishness"
2,"ἀδυνατέω",101,"no","Estou incomodado, angustiei"
10,"ἀδύνατος",102,"no","incapaz, impossível"
7,"ἀεί",104,"no","sempre"
5,"ἀετός",105,"no","Águia, ave de rapina"
9,"ἄζυμος",106,"no","sem fermento, a festa pascal, incorrupção"
2,"Ἀζώρ",107,"no","Azor"
1,"Ἄζωτος",108,"no","Azotus, Ashdod"
7,"ἀήρ",109,"no","ar"
3,"ἀθανασία",110,"no","imortalidade"
2,"ἀθέμιτος",111,"no","ilegal, ilegal"
1,"ἄθεος",112,"no","sem Deus"
2,"ἄθεσμος",113,"no","sem lei"
16,"ἀθετέω",114,"no","eu estou incomodado, eu me angustio"
2,"ἀθέτησις",115,"no","nulcificação, revogação"
4,"Ἀθῆναι",116,"no","Atenas"
2,"Ἀθηναῖος",117,"no","ateniense"
2,"ἀθλέω",118,"no","Estou incomodado, angustiei"
1,"ἄθλησις",119,"no","concurso"
1,"ἀθροίζω",4867,"yes","Eu me junho juntos, me monto"
1,"ἀθυμέω",120,"no","Eu me junho juntos, me monto"
2,"ἀθῷος",121,"no","inocente"
1,"αἴγειος",122,"no","de uma cabra"
6,"αἰγιαλός",123,"no","Costa do Mar, Praia"
5,"Αἰγύπτιος",124,"no","egípcio"
25,"Αἴγυπτος",125,"no","Egito"
2,"ἀΐδιος",126,"no","eterno"
1,"αἰδώς",127,"no","vergonha, modéstia"
2,"Αἰθίοψ",128,"no","etíope"
97,"αἷμα",129,"no","sangue"
1,"αἱματεκχυσία",130,"no","derramando ou derramando de sangue"
1,"αἱμορροέω",131,"no","Eu me junho juntos, me monto"
2,"Αἰνέας",132,"no","Enéias"
1,"αἴνεσις",133,"no","elogio"
8,"αἰνέω",134,"no","Eu me junho juntos, me monto"
1,"αἴνιγμα",135,"no","enigma, enigma"
2,"αἶνος",136,"no","elogio"
1,"Αἰνών",137,"no","Aenon"
9,"αἵρεσις",139,"no","opinião auto-escolhida, seita"
1,"αἱρετίζω",140,"no","Eu me junho juntos, me monto"
1,"αἱρετικός",141,"no","faccioso"
3,"αἱρέω",138,"no","Eu escolho, eu prefiro"
101,"αἴρω",142,"no","eu levanto, eu carrego, eu levo, eu tiro, eu removo"
1,"αἰσθάνομαι",143,"no","Eu levanto, levanto"
1,"αἴσθησις",144,"no","percepção"
1,"αἰσθητήριον",145,"no","Faculdade perceptiva"
2,"αἰσχροκερδής",146,"no","ambicioso"
1,"αἰσχροκερδῶς",147,"no","avidamente"
1,"αἰσχρολογία",148,"no","discurso imundo"
4,"αἰσχρός",150,"no","base, vergonhosa"
1,"αἰσχρότης",151,"no","obscenidade, indecência, pranceness"
6,"αἰσχύνη",152,"no","vergonha"
5,"αἰσχύνω",153,"no","Eu tenho vergonha, eu sou envergonhado"
70,"αἰτέω",154,"no","eu pergunto, eu peço, eu solicito, eu demando,"
3,"αἴτημα",155,"no","Petição, pedido"
20,"αἰτία",156,"no","causa, razão, acusação, culpa, crime, caso, condição"
5,"αἴτιος",159,"no","a causa do originador de"
1,"αἰτίωμα",157,"no","cobrar, acusação"
2,"αἰφνίδιος",160,"no","Inesperado, repentino"
3,"αἰχμαλωσία",161,"no","cativeiro"
1,"αἰχμαλωτεύω",162,"no","Eu pergunto, eu peço, imploro, eu peticionar"
4,"αἰχμαλωτίζω",163,"no","Eu tomo cativo, eu subjugue, eu ensnare"
1,"αἰχμάλωτος",164,"no","cativo, prisioneiro"
124,"αἰών",165,"no","eternidade, era, século, mundo"
71,"αἰώνιος",166,"no","eterno, sem fim"
10,"ἀκαθαρσία",167,"no","impureza"
31,"ἀκάθαρτος",169,"no","impuro, impura"
1,"ἀκαιρέομαι",170,"no","Eu tomo cativo, eu subjugue, eu ensnare"
1,"ἀκαίρως",171,"no","sem razão"
2,"ἄκακος",172,"no","inocente, sem dúvida, simples"
14,"ἄκανθα",173,"no","espinho"
2,"ἀκάνθινος",174,"no","feito de espinhos"
7,"ἄκαρπος",175,"no","infrutífero, estéril"
1,"ἀκατάγνωστος",176,"no","incondêned, sem certeza"
2,"ἀκατακάλυπτος",177,"no","não velado, revelado"
2,"ἀκατάκριτος",178,"no","incondexual"
1,"ἀκατάλυτος",179,"no","indissolúvel, que não pode ser quebrado"
1,"ἀκατάπαυστος",180,"no","não cessando, não abandonando"
5,"ἀκαταστασία",181,"no","perturbação, revolução, revolução"
2,"ἀκατάστατος",182,"no","inquieto, instável"
1,"Ἁκελδαμάχ",184,"no","Akeldama"
3,"ἀκέραιος",185,"no","simples, não sofisticado, inocente"
1,"ἀκλινής",186,"no","desvelento, injetável, resoluto"
1,"ἀκμάζω",187,"no","Eu alcanço a maturidade, fico maduro"
1,"ἀκμήν",188,"no","mesmo agora"
24,"ἀκοή",189,"no","audição, ouvir, orelha"
90,"ἀκολουθέω",190,"no","eu sigo, eu acompanho, eu frequento"
428,"ἀκούω",191,"no","eu ouço, eu escuto"
2,"ἀκρασία",192,"no","incontinência, intemperança, falta de contenção"
1,"ἀκρατής",193,"no","falta de autocontrole, inclinado a excesso"
1,"ἄκρατος",194,"no","não misturado, não diluído"
1,"ἀκρίβεια",195,"no","rigor, precisão"
1,"ἀκριβής",196,"no","mais exato, estrito"
2,"ἀκριβόω",198,"no","Eu examino com cuidado, eu pergunto estritamente"
9,"ἀκριβῶς",199,"no","cuidadosamente, exatamente, estritamente"
4,"ἀκρίς",200,"no","gafanhoto"
1,"ἀκροατήριον",201,"no","Auditório, sala de recitação, sala de tribunal"
4,"ἀκροατής",202,"no","ouvinte, ouvinte para"
20,"ἀκροβυστία",203,"no","prepúcio"
2,"ἀκρογωνιαῖος",204,"no","No canto, pedra angular"
1,"ἀκροθίνιον",205,"no","estragar, tesouro"
6,"ἄκρον",206,"no","fim, extremidade"
6,"Ἀκύλας",207,"no","Aquila"
3,"ἀκυρόω",208,"no","Eu anulado, não tenho efeito, cancelei"
1,"ἀκωλύτως",209,"no","livremente, sem obstáculo"
1,"ἄκων",210,"no","não disposto"
4,"ἀλάβαστρος",211,"no","Phial ou garrafa de alabastro"
2,"ἀλαζονεία",212,"no","gabar-se, mostrar, display arrogante"
2,"ἀλαζών",213,"no","boaster"
2,"ἀλαλάζω",214,"no","Eu choro em voz alta, eu um prato clangal ou confuso"
1,"ἀλάλητος",215,"no","inutilizável, que as palavras dos defeitos"
3,"ἄλαλος",216,"no","incapaz de falar"
8,"ἅλας",217,"no","sal"
9,"ἀλείφω",218,"no","Eu choro em voz alta, eu um prato clangal ou confuso"
1,"ἀλεκτοροφωνία",219,"no","Cockcrow"
11,"ἀλέκτωρ",220,"no","galo"
2,"Ἀλεξανδρεύς",221,"no","Alexandriano"
2,"Ἀλεξανδρῖνος",222,"no","Alexandriano"
6,"Ἀλέξανδρος",223,"no","Alexander"
2,"ἄλευρον",224,"no","refeição, farinha"
109,"ἀλήθεια",225,"no","verdade"
2,"ἀληθεύω",226,"no","Eu digo, falo a verdade, eu faço a verdade"
26,"ἀληθής",227,"no","verdadeiro, verdadeira"
28,"ἀληθινός",228,"no","verdadeiro, real, genuíno"
2,"ἀλήθω",229,"no","Eu digo, falo a verdade, eu faço a verdade"
18,"ἀληθῶς",230,"no","verdadeiramente, realmente, certamente"
5,"ἁλιεύς",231,"no","pescador"
1,"ἁλιεύω",232,"no","Eu digo, falo a verdade, eu faço a verdade"
2,"ἁλίζω",233,"no","Eu salvo, eu polvio com sal, mantenho fresco e som"
1,"ἀλίσγημα",234,"no","poluição, talvez coisa poluída"
638,"ἀλλά",235,"no","mas, exceto"
6,"ἀλλάσσω",236,"no","Eu mudo, eu altero"
1,"ἀλλαχόθεν",237,"no","de outro quarto, por outra maneira"
1,"ἀλλαχοῦ",237,"yes","de outro quarto, por outra maneira"
1,"ἀλληγορέω",238,"no","Eu mudo, eu altero"
4,"ἁλληλουϊά",239,"no","Aleluia, louvar o Senhor"
100,"ἀλλήλων",240,"no","uns aos outros, mutuamente"
1,"ἀλλογενής",241,"no","de outra nação, um estrangeiro"
3,"ἅλλομαι",242,"no","Eu pulo, eu borvo"
154,"ἄλλος",243,"no","outro"
1,"ἀλλοτριεπίσκοπος",244,"no","Priper em outros assuntos dos homens"
14,"ἀλλότριος",245,"no","alheio, estranho"
1,"ἀλλόφυλος",246,"no","estrangeiro"
1,"ἄλλως",247,"no","por outro lado"
3,"ἀλοάω",248,"no","Eu pulo, eu borvo"
3,"ἄλογος",249,"no","irracional, sem sentido"
1,"ἀλόη",250,"no","aloés"
1,"ἁλυκός",252,"no","salgado, salgado, amargo"
1,"ἄλυπος",253,"no","livre de dor, pesar, problemas"
11,"ἅλυσις",254,"no","cadeia"
1,"ἀλυσιτελής",255,"no","sem lucro, não rentável"
3,"ἄλφα",1,"no","primeira letra do alfabeto grego"
5,"Ἁλφαῖος",256,"no","Alphaeus"
2,"ἅλων",257,"no","eira"
3,"ἀλώπηξ",258,"no","Raposa"
1,"ἅλωσις",259,"no","captura, captura"
10,"ἅμα",260,"no","ao mesmo tempo, junto com"
1,"ἀμαθής",261,"no","desaprendido, ignorante"
1,"ἀμαράντινος",262,"no","improvisado, desabrigado"
1,"ἀμάραντος",263,"no","imarcescível"
43,"ἁμαρτάνω",264,"no","eu pulo, eu borbulho"
4,"ἁμάρτημα",265,"no","Falha, pecado, maligno"
173,"ἁμαρτία",266,"no","pecado"
1,"ἀμάρτυρος",267,"no","sem testemunha, não seestimou"
47,"ἁμαρτωλός",268,"no","pecado"
2,"ἄμαχος",269,"no","não briguento, pacífico"
1,"ἀμάω",270,"no","Eu corro, eu colho"
1,"ἀμέθυστος",271,"no","ametista"
4,"ἀμελέω",272,"no","Eu corro, eu colho"
5,"ἄμεμπτος",273,"no","sem culpa"
2,"ἀμέμπτως",274,"no","deselescença"
2,"ἀμέριμνος",275,"no","livre de ansiedade"
2,"ἀμετάθετος",276,"no","inalterado, imutável"
1,"ἀμετακίνητος",277,"no","Imóvel, empresa"
2,"ἀμεταμέλητος",278,"no","não deve ser arrependido de"
1,"ἀμετανόητος",279,"no","impenitente"
2,"ἄμετρος",280,"no","não mensurável, imensurável"
126,"ἀμήν",281,"no","verdadeiramente, certamente, amém, assim seja"
1,"ἀμήτωρ",282,"no","Cujo nome da mãe não é gravado ou conhecido"
4,"ἀμίαντος",283,"no","Undefiled, sem patrimônio"
3,"Ἀμιναδάβ",284,"no","Amminadab"
5,"ἄμμος",285,"no","areia"
4,"ἀμνός",286,"no","Cordeiro"
1,"ἀμοιβή",287,"no","mudança, troca"
9,"ἄμπελος",288,"no","videira"
1,"ἀμπελουργός",289,"no","Vine-dresser"
23,"ἀμπελών",290,"no","vinhedo, vinha, parreira"
1,"Ἀμπλιᾶτος",291,"no","Inscrito"
1,"ἀμύνομαι",292,"no","Eu corro, eu colho"
1,"ἀμφιβάλλω",906,"yes","Eu lanco, eu logo, eu corro, eu coloco, eu coloco, eu caio"
1,"ἀμφίβληστρον",293,"no","rede de pesca, arrastar-net"
1,"ἀμφιέζω",294,"yes","Eu coloquei, eu vesti"
3,"ἀμφιέννυμι",294,"no","Eu coloquei, eu vesti"
1,"Ἀμφίπολις",295,"no","Amphipolis"
1,"ἄμφοδον",296,"no","rua, quarto, bloco"
14,"ἀμφότεροι",297,"no","ambos"
1,"ἀμώμητος",298,"no","sem culpa ou culpa"
1,"ἄμωμον",299,"yes","sem culpa"
8,"ἄμωμος",299,"no","sem culpa"
3,"Ἀμώς",301,"no","Amos"
164,"ἄν",302,"no","uma palavra não traduzível que faz uma declaração contingente"
13,"ἀνά",303,"no","e, cada, por cada, em, através de"
2,"ἀναβαθμός",304,"no","passo, vôo de passos"
81,"ἀναβαίνω",305,"no","eu subo, eu ascendo"
1,"ἀναβάλλω",306,"no","Eu adiar, eu adio"
1,"ἀναβιβάζω",307,"no","Eu adiar, eu adio"
25,"ἀναβλέπω",308,"no","eu olho para cima, eu recupero minha visão"
1,"ἀνάβλεψις",309,"no","Recuperação da visão"
1,"ἀναβοάω",310,"no","Eu grito para cima, eu choro, eu levanto minha voz"
1,"ἀναβολή",311,"no","adiamento, atraso, adiando"
2,"ἀνάγαιον",508,"no","sala superior"
13,"ἀναγγέλλω",312,"no","eu anuncio, eu faço conhecido, eu relato"
2,"ἀναγεννάω",313,"no","Eu bobo de novo, gero em uma nova vida"
32,"ἀναγινώσκω",314,"no","eu leio"
9,"ἀναγκάζω",315,"no","Eu força, eu obrigi"
8,"ἀναγκαῖος",316,"no","necessário, essencial"
1,"ἀναγκαστῶς",317,"no","pela força, necessariamente"
17,"ἀνάγκη",318,"no","necessidade, restrição, compulsão"
3,"ἀνάγνωσις",320,"no","leitura"
23,"ἀνάγω",321,"no","eu levanto, eu embarco,  eu parto, eu velejo"
2,"ἀναδείκνυμι",322,"no","Eu mostro, eu mostro claramente, proclamo, nomeio"
1,"ἀνάδειξις",323,"no","Proclamação da nomeação"
2,"ἀναδέχομαι",324,"no","Eu recebo, eu recebo gentilmente, eu realizo"
1,"ἀναδίδωμι",325,"no","Eu envio, entrego, eu entrego"
2,"ἀναζάω",326,"no","Eu venho à vida novamente, revive"
3,"ἀναζητέω",327,"no","Eu procuro, eu procuro"
1,"ἀναζώννυμι",328,"no","Eu me ponho, me encranziso"
1,"ἀναζωπυρέω",329,"no","Eu estou imitando o fogo, fanizo a chama de"
1,"ἀναθάλλω",330,"no","Eu estou imitando o fogo, fanizo a chama de"
6,"ἀνάθεμα",331,"no","maldição, coisa amaldiçoada"
4,"ἀναθεματίζω",332,"no","Eu amaldiçoo, eu invoco as maldições"
2,"ἀναθεωρέω",333,"no","Eu olho para atentamente, eu considero"
1,"ἀνάθημα",334,"no","oferecendo dedicado pelo adorador"
1,"ἀναίδεια",335,"no","desavergonamento, persistência sem vergonha"
1,"ἀναίρεσις",336,"no","matando, matando, assassinato"
24,"ἀναιρέω",337,"no","eu anulo, eu tiro, eu mato, eu assassino, "
2,"ἀναίτιος",338,"no","inocente"
2,"ἀνακαθίζω",339,"no","Eu levo, eu aboli, eu assassino"
1,"ἀνακαινίζω",340,"no","Eu renovo, restauro"
2,"ἀνακαινόω",341,"no","Eu renovo, eu altero, mudo"
2,"ἀνακαίνωσις",342,"no","renovação"
2,"ἀνακαλύπτω",343,"no","Eu renovo, eu altero, mudo"
4,"ἀνακάμπτω",344,"no","Eu renovo, eu altero, mudo"
14,"ἀνάκειμαι",345,"no","eu reclino"
2,"ἀνακεφαλαιόω",346,"no","Eu resumi, resumi, eu recapitulo, reuni em um"
6,"ἀνακλίνω",347,"no","Eu faço para reclinar, eu recordo em uma mesa"
5,"ἀνακράζω",349,"no","Eu faço para reclinar, eu recordo em uma mesa"
16,"ἀνακρίνω",350,"no","eu examino"
1,"ἀνάκρισις",351,"no","Exame judicial, inquérito preliminar"
1,"ἀνακυλίω",617,"yes","Eu examino, eu pergunto em"
4,"ἀνακύπτω",352,"no","Eu me levanto, olho para cima"
13,"ἀναλαμβάνω",353,"no","eu levo, eu levanto"
1,"ἀνάλημψις",354,"no","assumindo, levantando"
2,"ἀναλίσκω",355,"no","Eu destruo, eu aniquilato"
1,"ἀναλογία",356,"no","proporção, medida"
1,"ἀναλογίζομαι",357,"no","Eu penso, considero atentamente"
1,"ἄναλος",358,"no","Salete, insípido, plano"
1,"ἀνάλυσις",359,"no","Partindo, partida desta vida"
2,"ἀναλύω",360,"no","Eu devo, volto"
1,"ἀναμάρτητος",361,"no","sem culpa, sem defeito"
1,"ἀναμένω",362,"no","Eu devo, volto"
6,"ἀναμιμνῄσκω",363,"no","Eu lembro, eu admoono, lembro"
4,"ἀνάμνησις",364,"no","Recalling, Remembrance, Memória"
1,"ἀνανεόω",365,"no","Eu lembro, eu admoono, lembro"
1,"ἀνανήφω",366,"no","Eu me torno sóbrio, eu recupero sentido de som"
11,"Ἁνανίας",367,"no","Ananias"
1,"ἀναντίρρητος",368,"no","indiscutível, para não ser contradito"
1,"ἀναντιρρήτως",369,"no","sem contradição"
1,"ἀνάξιος",370,"no","indigno, inadequado"
1,"ἀναξίως",371,"no","indormilamente, de uma maneira indigna"
5,"ἀνάπαυσις",372,"no","descanso, cessação do trabalho, refresco"
12,"ἀναπαύω",373,"no","eu faço descansar, eu dou a descanso, eu descanço"
1,"ἀναπείθω",374,"no","Eu desejo por má persuasão, eu tento"
5,"ἀναπέμπω",375,"no","Eu envio para um tribunal mais alto, eu envio de volta"
1,"ἀναπηδάω",1530,"yes","Eu pulo, me apresse"
2,"ἀνάπηρος",376,"no","aleijado, mutilado"
12,"ἀναπίπτω",377,"no","eu deito, eu reclino, eu me deito"
6,"ἀναπληρόω",378,"no","Eu me encho, faço, eu realizo"
2,"ἀναπολόγητος",379,"no","indefensável, indesculpável"
2,"ἀνάπτω",381,"no","Eu me gentil, eu celei fogo"
1,"ἀναρίθμητος",382,"no","incontável, inumerável"
2,"ἀνασείω",383,"no","Eu estou me agitando, eu estou imitando, eu exceto"
1,"ἀνασκευάζω",384,"no","Eu Perverti, eu não gosto, eu destruo"
2,"ἀνασπάω",385,"no","Eu arrasto, eu puxo para cima"
42,"ἀνάστασις",386,"no","ressurreição"
3,"ἀναστατόω",387,"no","Eu viro de cabeça para baixo, eu chatebro, eu não gosto"
1,"ἀνασταυρόω",388,"no","Eu viro de cabeça para baixo, eu chatebro, eu não gosto"
1,"ἀναστενάζω",389,"no","Eu viro de cabeça para baixo, eu chatebro, eu não gosto"
9,"ἀναστρέφω",390,"no","Eu derrube, viro de cabeça para baixo, eu volto, meimo. e passe: Conduza-me, eu vivo"
13,"ἀναστροφή",391,"no","comportamento, estilo de via"
1,"ἀνατάσσομαι",392,"no","Eu organizo, elaboro, componho"
9,"ἀνατέλλω",393,"no","Eu faço subir, eu me levanto, brilhe"
2,"ἀνατίθημι",394,"no","Eu coloco um caso antes, eu transmito, me comunico, me relaciono"
11,"ἀνατολή",395,"no","leste, nascer do sol"
3,"ἀνατρέπω",396,"no","Eu subverto, eu derrubar, derrubei"
3,"ἀνατρέφω",397,"no","Eu traseiro, trago"
2,"ἀναφαίνω",398,"no","Eu visto, eu apareço"
10,"ἀναφέρω",399,"no","eu carrego, eu ofereço"
1,"ἀναφωνέω",400,"no","Eu chamo de fora, eu grito"
1,"ἀνάχυσις",401,"no","derramamento, excesso de"
14,"ἀναχωρέω",402,"no","eu volto, eu me retiro, eu me afasto"
1,"ἀνάψυξις",403,"no","refrescante, refresco"
1,"ἀναψύχω",404,"no","Eu atualizo, revive, conforto"
1,"ἀνδραποδιστής",405,"no","enslaver, sequestrador"
13,"Ἀνδρέας",406,"no","André"
1,"ἀνδρίζομαι",407,"no","Eu agir como um homem, eu sou corajoso"
1,"Ἀνδρόνικος",408,"no","Andronicus"
1,"ἀνδροφόνος",409,"no","assassino"
5,"ἀνέγκλητος",410,"no","irrepreensível, sem culpa"
1,"ἀνεκδιήγητος",411,"no","indescritível, que não pode ser completamente relacionado"
1,"ἀνεκλάλητος",412,"no","indizível"
1,"ἀνέκλειπτος",413,"no","infalível"
5,"ἀνεκτός",414,"no","suportável, tolerável"
1,"ἀνελεήμων",415,"no","sem compaixão, cruel"
1,"ἀνέλεος",448,"no","Sem misericórdia"
1,"ἀνεμίζω",416,"no","Eu agir como um homem, eu sou corajoso"
31,"ἄνεμος",417,"no","vento"
1,"ἀνένδεκτος",418,"no","impossível"
1,"ἀνεξεραύνητος",419,"no","que não pode ser pesquisado, inescrutável"
1,"ἀνεξίκακος",420,"no","suportando o mal, paciente do mal"
2,"ἀνεξιχνίαστος",421,"no","incompreensível"
1,"ἀνεπαίσχυντος",422,"no","não tendo causa de se envergonhar"
3,"ἀνεπίλημπτος",423,"no","irrepreensível"
3,"ἀνέρχομαι",424,"no","Eu venho, eu subo"
5,"ἄνεσις",425,"no","alívio, remissão, indulgência, liberdade, descanso"
2,"ἀνετάζω",426,"no","Eu venho, eu subo"
3,"ἄνευ",427,"no","sem, sem a cooperação ou conhecimento de"
1,"ἀνεύθετος",428,"no","inadequado, inconveniente"
2,"ἀνευρίσκω",429,"no","Eu venho, eu subo"
15,"ἀνέχω",430,"no","eu suporto"
1,"ἀνεψιός",431,"no","primo"
1,"ἄνηθον",432,"no","anis, dill"
3,"ἀνήκω",433,"no","Eu é devido, eu me tornando, eu adequado, eu propriamente"
1,"ἀνήμερος",434,"no","não manso, feroz"
216,"ἀνήρ",435,"no","homem, esposo, marido, varão, ser humano masculino, varão"
14,"ἀνθίστημι",436,"no","eu me oponho, eu resisto"
1,"ἀνθομολογέομαι",437,"no","Eu confesso, dou graças a"
4,"ἄνθος",438,"no","Bloom, flor"
2,"ἀνθρακιά",439,"no","Montão de carvões queimando"
1,"ἄνθραξ",440,"no","carvão"
2,"ἀνθρωπάρεσκος",441,"no","desejoso de homens agradáveis"
7,"ἀνθρώπινος",442,"no","pertencente a seres humanos, humanos"
3,"ἀνθρωποκτόνος",443,"no","um assassino"
548,"ἄνθρωπος",444,"no","homem, humano, ser humano"
5,"ἀνθύπατος",446,"no","procônsul"
4,"ἀνίημι",447,"no","Eu deixo ir, eu solto, libero, desisto, negligencio"
2,"ἄνιπτος",449,"no","não lavado"
108,"ἀνίστημι",450,"no","eu levanto, eu me levanto, eu ressuscito"
1,"Ἅννα",451,"no","Anna"
4,"Ἅννας",452,"no","Annas"
6,"ἀνόητος",453,"no","tolo, impensado"
2,"ἄνοια",454,"no","loucura, loucura"
78,"ἀνοίγω",455,"no","eu abro"
2,"ἀνοικοδομέω",456,"no","Eu reconstruir, construo, eu construo"
1,"ἄνοιξις",457,"no","ato de abertura"
15,"ἀνομία",458,"no","iniquidade"
9,"ἄνομος",459,"no","sem lei, pecaminosos, ilegais"
2,"ἀνόμως",460,"no","sem lei"
3,"ἀνορθόω",461,"no","Eu faço diretamente novamente, eu recuo novamente, restauro"
2,"ἀνόσιος",462,"no","Em relação a nada como sagrado"
2,"ἀνοχή",463,"no","paciência"
1,"ἀνταγωνίζομαι",464,"no","Eu resisto, me esforço contra"
2,"ἀντάλλαγμα",465,"no","troca, compra Price"
1,"ἀνταναπληρόω",466,"no","Eu resisto, me esforço contra"
7,"ἀνταποδίδωμι",467,"no","Eu resisto, me esforço contra"
2,"ἀνταπόδομα",468,"no","Presente em troca, retorno, recompensa"
1,"ἀνταπόδοσις",469,"no","recompensa, recompensa"
2,"ἀνταποκρίνομαι",470,"no","Eu resisto, me esforço contra"
4,"ἀντέχω",472,"no","Eu resisto, me esforço contra"
22,"ἀντί",473,"no","em vez de, para"
1,"ἀντιβάλλω",474,"no","Eu jogo em oposição, troco palavras com"
