"Occurrences","Lexeme","Strong's number","Strong's unreliable?","Gloss"
8,"ἀναγκαῖος",316,"no",""
1,"ἀναγκαστῶς",317,"no",""
17,"ἀνάγκη",318,"no","necesidad, restricción, compulsión"
3,"ἀνάγνωσις",320,"no",""
23,"ἀνάγω",321,"no","conducir hacia arriba, alzar; zarpar (med)"
2,"ἀναδείκνυμι",322,"no",""
1,"ἀνάδειξις",323,"no",""
2,"ἀναδέχομαι",324,"no",""
1,"ἀναδίδωμι",325,"no",""
2,"ἀναζάω",326,"no",""
3,"ἀναζητέω",327,"no",""
1,"ἀναζώννυμι",328,"no",""
1,"ἀναζωπυρέω",329,"no",""
1,"ἀναθάλλω",330,"no",""
6,"ἀνάθεμα",331,"no",""
4,"ἀναθεματίζω",332,"no",""
2,"ἀναθεωρέω",333,"no",""
1,"ἀνάθημα",334,"no",""
1,"ἀναίδεια",335,"no",""
1,"ἀναίρεσις",336,"no",""
24,"ἀναιρέω",337,"no","levantar, hacer desaparecer, matar"
2,"ἀναίτιος",338,"no",""
2,"ἀνακαθίζω",339,"no",""
1,"ἀνακαινίζω",340,"no",""
2,"ἀνακαινόω",341,"no",""
2,"ἀνακαίνωσις",342,"no",""
2,"ἀνακαλύπτω",343,"no",""
4,"ἀνακάμπτω",344,"no",""
14,"ἀνάκειμαι",345,"no","reclinarse (en las comidas)"
2,"ἀνακεφαλαιόω",346,"no",""
6,"ἀνακλίνω",347,"no",""
5,"ἀνακράζω",349,"no",""
16,"ἀνακρίνω",350,"no","examinar, investigar "
1,"ἀνάκρισις",351,"no",""
1,"ἀνακυλίω",617,"yes",""
4,"ἀνακύπτω",352,"no",""
13,"ἀναλαμβάνω",353,"no","tomar, subir"
1,"ἀνάλημψις",354,"no",""
2,"ἀναλίσκω",355,"no",""
1,"ἀναλογία",356,"no",""
1,"ἀναλογίζομαι",357,"no",""
1,"ἄναλος",358,"no",""
1,"ἀνάλυσις",359,"no",""
2,"ἀναλύω",360,"no",""
1,"ἀναμάρτητος",361,"no",""
1,"ἀναμένω",362,"no",""
6,"ἀναμιμνῄσκω",363,"no",""
4,"ἀνάμνησις",364,"no",""
1,"ἀνανεόω",365,"no",""
1,"ἀνανήφω",366,"no",""
11,"Ἁνανίας",367,"no","Ananías"
1,"ἀναντίρρητος",368,"no",""
1,"ἀναντιρρήτως",369,"no",""
1,"ἀνάξιος",370,"no",""
1,"ἀναξίως",371,"no",""
5,"ἀνάπαυσις",372,"no",""
12,"ἀναπαύω",373,"no","hacer cesar, descansar, dar descanso"
1,"ἀναπείθω",374,"no",""
5,"ἀναπέμπω",375,"no",""
1,"ἀναπηδάω",1530,"yes",""
2,"ἀνάπηρος",376,"no",""
12,"ἀναπίπτω",377,"no","acostar, reclinar, echarse hacia atrás"
6,"ἀναπληρόω",378,"no",""
2,"ἀναπολόγητος",379,"no",""
2,"ἀνάπτω",381,"no",""
1,"ἀναρίθμητος",382,"no",""
2,"ἀνασείω",383,"no",""
1,"ἀνασκευάζω",384,"no",""
2,"ἀνασπάω",385,"no",""
42,"ἀνάστασις",386,"no","resucitar, resurrección"
3,"ἀναστατόω",387,"no",""
1,"ἀνασταυρόω",388,"no",""
1,"ἀναστενάζω",389,"no",""
9,"ἀναστρέφω",390,"no",""
13,"ἀναστροφή",391,"no","conducta, manera de vivir"
1,"ἀνατάσσομαι",392,"no",""
9,"ἀνατέλλω",393,"no",""
2,"ἀνατίθημι",394,"no",""
11,"ἀνατολή",395,"no","amanecer del sol, Este"
3,"ἀνατρέπω",396,"no",""
3,"ἀνατρέφω",397,"no",""
2,"ἀναφαίνω",398,"no",""
10,"ἀναφέρω",399,"no","ofrecer (sacrificio); conducir, llevar; quitar o llevar la carga de"
1,"ἀναφωνέω",400,"no",""
1,"ἀνάχυσις",401,"no",""
14,"ἀναχωρέω",402,"no","retirarse, alejarse; volverse"
1,"ἀνάψυξις",403,"no",""
1,"ἀναψύχω",404,"no",""
1,"ἀνδραποδιστής",405,"no",""
13,"Ἀνδρέας",406,"no","Andrés"
1,"ἀνδρίζομαι",407,"no",""
1,"Ἀνδρόνικος",408,"no",""
1,"ἀνδροφόνος",409,"no",""
5,"ἀνέγκλητος",410,"no",""
1,"ἀνεκδιήγητος",411,"no",""
1,"ἀνεκλάλητος",412,"no",""
1,"ἀνέκλειπτος",413,"no",""
5,"ἀνεκτός",414,"no",""
1,"ἀνελεήμων",415,"no",""
1,"ἀνέλεος",448,"no",""
1,"ἀνεμίζω",416,"no",""
31,"ἄνεμος",417,"no","viento"
1,"ἀνένδεκτος",418,"no",""
1,"ἀνεξεραύνητος",419,"no",""
1,"ἀνεξίκακος",420,"no",""
2,"ἀνεξιχνίαστος",421,"no",""
1,"ἀνεπαίσχυντος",422,"no",""
3,"ἀνεπίλημπτος",423,"no",""
3,"ἀνέρχομαι",424,"no",""
5,"ἄνεσις",425,"no",""
2,"ἀνετάζω",426,"no",""
3,"ἄνευ",427,"no",""
1,"ἀνεύθετος",428,"no",""
2,"ἀνευρίσκω",429,"no",""
15,"ἀνέχω",430,"no","soportar, ser paciente"
1,"ἀνεψιός",431,"no",""
1,"ἄνηθον",432,"no",""
3,"ἀνήκω",433,"no",""
1,"ἀνήμερος",434,"no",""
216,"ἀνήρ",435,"no","hombre, esposo"
14,"ἀνθίστημι",436,"no","resistir, oponer(se)"
1,"ἀνθομολογέομαι",437,"no",""
4,"ἄνθος",438,"no",""
2,"ἀνθρακιά",439,"no",""
1,"ἄνθραξ",440,"no",""
2,"ἀνθρωπάρεσκος",441,"no",""
7,"ἀνθρώπινος",442,"no",""
3,"ἀνθρωποκτόνος",443,"no",""
548,"ἄνθρωπος",444,"no","hombre, humanidad, ser humano, persona"
5,"ἀνθύπατος",446,"no",""
4,"ἀνίημι",447,"no",""
2,"ἄνιπτος",449,"no",""
108,"ἀνίστημι",450,"no","levantar, levantarse de"
1,"Ἅννα",451,"no",""
4,"Ἅννας",452,"no",""
6,"ἀνόητος",453,"no",""
2,"ἄνοια",454,"no",""
78,"ἀνοίγω",455,"no","abrir"
2,"ἀνοικοδομέω",456,"no",""
1,"ἄνοιξις",457,"no",""
15,"ἀνομία",458,"no","estar sin ley, iniquidad"
9,"ἄνομος",459,"no",""
2,"ἀνόμως",460,"no",""
3,"ἀνορθόω",461,"no",""
2,"ἀνόσιος",462,"no",""
2,"ἀνοχή",463,"no",""
1,"ἀνταγωνίζομαι",464,"no",""
2,"ἀντάλλαγμα",465,"no",""
1,"ἀνταναπληρόω",466,"no",""
7,"ἀνταποδίδωμι",467,"no",""
2,"ἀνταπόδομα",468,"no",""
1,"ἀνταπόδοσις",469,"no",""
2,"ἀνταποκρίνομαι",470,"no",""
4,"ἀντέχω",472,"no",""
22,"ἀντί",473,"no","por, en lugar de (gen.)"
1,"ἀντιβάλλω",474,"no",""
1,"ἀντιδιατίθημι",475,"no",""
5,"ἀντίδικος",476,"no",""
1,"ἀντίθεσις",477,"no",""
1,"ἀντικαθίστημι",478,"no",""
1,"ἀντικαλέω",479,"no",""
8,"ἀντίκειμαι",480,"no",""
1,"ἄντικρυς",481,"no",""
3,"ἀντιλαμβάνω",482,"no",""
11,"ἀντιλέγω",483,"no","objetar, oponer; contradecir, refutar"
1,"ἀντίλημψις",484,"no",""
4,"ἀντιλογία",485,"no",""
1,"ἀντιλοιδορέω",486,"no",""
1,"ἀντίλυτρον",487,"no",""
1,"ἀντιμετρέω",488,"no",""
2,"ἀντιμισθία",489,"no",""
18,"Ἀντιόχεια",490,"no","Antioquía"
1,"Ἀντιοχεύς",491,"no",""
2,"ἀντιπαρέρχομαι",492,"no",""
1,"Ἀντιπᾶς",493,"no",""
1,"Ἀντιπατρίς",494,"no",""
1,"ἀντιπέρα",495,"no",""
1,"ἀντιπίπτω",496,"no",""
1,"ἀντιστρατεύω",497,"no",""
5,"ἀντιτάσσω",498,"no",""
2,"ἀντίτυπος",499,"no",""
5,"ἀντίχριστος",500,"no",""
4,"ἀντλέω",501,"no",""
1,"ἄντλημα",502,"no",""
1,"ἀντοφθαλμέω",503,"no",""
4,"ἄνυδρος",504,"no",""
6,"ἀνυπόκριτος",505,"no",""
4,"ἀνυπότακτος",506,"no",""
9,"ἄνω",507,"no",""
13,"ἄνωθεν",509,"no","desde arriba, de nuevo"
1,"ἀνωτερικός",510,"no",""
2,"ἀνώτερος",511,"no",""
2,"ἀνωφελής",512,"no",""
2,"ἀξίνη",513,"no",""
41,"ἄξιος",514,"no","digno"
7,"ἀξιόω",515,"no",""
6,"ἀξίως",516,"no",""
5,"ἀόρατος",517,"no",""
46,"ἀπαγγέλλω",518,"no","anunciar, reportar"
1,"ἀπάγχω",519,"no",""
14,"ἀπάγω",520,"no","llevar, cargar, quitar"
1,"ἀπάγω",520,"yes",""
1,"ἀπαίδευτος",521,"no",""
3,"ἀπαίρω",522,"no",""
2,"ἀπαιτέω",523,"no",""
1,"ἀπαλγέω",524,"no",""
3,"ἀπαλλάσσω",525,"no",""
3,"ἀπαλλοτριόω",526,"no",""
2,"ἁπαλός",527,"no",""
2,"ἀπαντάω",528,"no",""
3,"ἀπάντησις",529,"no",""
14,"ἅπαξ",530,"no","una vez, una vez para siempre"
1,"ἀπαράβατος",531,"no",""
1,"ἀπαρασκεύαστος",532,"no",""
11,"ἀπαρνέομαι",533,"no","negar, renunciar"
1,"ἀπάρτι",534,"no",""
1,"ἀπαρτισμός",535,"no",""
8,"ἀπαρχή",536,"no",""
32,"ἅπας",537,"no","todo"
1,"ἀπασπάζομαι",782,"yes",""
3,"ἀπατάω",538,"no",""
7,"ἀπάτη",539,"no",""
1,"ἀπάτωρ",540,"no",""
1,"ἀπαύγασμα",541,"no",""
6,"ἀπείθεια",543,"no",""
14,"ἀπειθέω",544,"no","desobedecer, ser infiel"
6,"ἀπειθής",545,"no",""
2,"ἀπειλέω",546,"no",""
3,"ἀπειλή",547,"no",""
7,"ἄπειμι (I)",548,"no",""
1,"ἄπειμι (II)",549,"no",""
1,"ἀπεῖπον",550,"no",""
1,"ἀπείραστος",551,"no",""
1,"ἄπειρος",552,"no",""
8,"ἀπεκδέχομαι",553,"no",""
2,"ἀπεκδύομαι",554,"no",""
1,"ἀπέκδυσις",555,"no",""
1,"ἀπελαύνω",556,"no",""
1,"ἀπελεγμός",557,"no",""
1,"ἀπελεύθερος",558,"no",""
1,"Ἀπελλῆς",559,"no",""
1,"ἀπελπίζω",560,"no",""
4,"ἀπέναντι",561,"no",""
1,"ἀπέραντος",562,"no",""
1,"ἀπερισπάστως",563,"no",""
1,"ἀπερίτμητος",564,"no",""
117,"ἀπέρχομαι",565,"no","venir o irse de, partir, regresar"
19,"ἀπέχω",568,"no","recibir completamente; estar lejos; es suficiente"
8,"ἀπιστέω",569,"no",""
11,"ἀπιστία",570,"no","incredulidad, infidelidad"
23,"ἄπιστος",571,"no","incrédulo, infiel"
7,"ἁπλότης",572,"no",""
2,"ἁπλοῦς",573,"no",""
1,"ἁπλῶς",574,"no",""
647,"ἀπό",575,"no","de, desde, a causa de (gen.)"
4,"ἀποβαίνω",576,"no",""
2,"ἀποβάλλω",577,"no",""
1,"ἀποβλέπω",578,"no",""
1,"ἀπόβλητος",579,"no",""
2,"ἀποβολή",580,"no",""
1,"ἀπογίνομαι",581,"no",""
2,"ἀπογραφή",582,"no",""
4,"ἀπογράφω",583,"no",""
4,"ἀποδείκνυμι",584,"no",""
1,"ἀπόδειξις",585,"no",""
1,"ἀποδεκατεύω",586,"yes",""
3,"ἀποδεκατόω",586,"no",""
2,"ἀπόδεκτος",587,"no",""
7,"ἀποδέχομαι",588,"no",""
6,"ἀποδημέω",589,"no",""
1,"ἀπόδημος",590,"no",""
48,"ἀποδίδωμι",591,"no","devolver, pagar, vender"
1,"ἀποδιορίζω",592,"no",""
9,"ἀποδοκιμάζω",593,"no",""
2,"ἀποδοχή",594,"no",""
2,"ἀπόθεσις",595,"no",""
6,"ἀποθήκη",596,"no",""
1,"ἀποθησαυρίζω",597,"no",""
1,"ἀποθλίβω",598,"no",""
112,"ἀποθνῄσκω",599,"no","morir"
8,"ἀποκαθιστάνω",600,"no",""
26,"ἀποκαλύπτω",601,"no","revelar"
18,"ἀποκάλυψις",602,"no","revelación"
2,"ἀποκαραδοκία",603,"no",""
3,"ἀποκαταλλάσσω",604,"no",""
1,"ἀποκατάστασις",605,"no",""
4,"ἀπόκειμαι",606,"no",""
4,"ἀποκεφαλίζω",607,"no",""
1,"ἀποκλείω",608,"no",""
6,"ἀποκόπτω",609,"no",""
1,"ἀπόκριμα",610,"no",""
231,"ἀποκρίνομαι",611,"no","contestar, responder"
4,"ἀπόκρισις",612,"no",""
4,"ἀποκρύπτω",613,"no",""
3,"ἀπόκρυφος",614,"no",""
74,"ἀποκτείνω",615,"no","matar"
2,"ἀποκυέω",616,"no",""
3,"ἀποκυλίω",617,"no",""
9,"ἀπολαμβάνω",618,"no",""
2,"ἀπόλαυσις",619,"no",""
7,"ἀπολείπω",620,"no",""
90,"ἀπόλλυμι",622,"no","destruir; perder; perecer"
1,"Ἀπολλύων",623,"no",""
1,"Ἀπολλωνία",624,"no",""
10,"Ἀπολλῶς",625,"no","Apolo"
10,"ἀπολογέομαι",626,"no","dar defensa, defenderse"
8,"ἀπολογία",627,"no",""
2,"ἀπολούω",628,"no",""
10,"ἀπολύτρωσις",629,"no","redención, liberación"
66,"ἀπολύω",630,"no","soltar, despedir, divorciar, dejar"
1,"ἀπομάσσω",631,"no",""
1,"ἀπονέμω",632,"no",""
1,"ἀπονίζω",633,"no",""
1,"ἀποπίπτω",634,"no",""
2,"ἀποπλανάω",635,"no",""
4,"ἀποπλέω",636,"no",""
3,"ἀποπνίγω",638,"no",""
6,"ἀπορέω",639,"no",""
1,"ἀπορία",640,"no",""
1,"ἀπορίπτω",641,"no",""
1,"ἀπορφανίζω",642,"no",""
1,"ἀποσκίασμα",644,"no",""
4,"ἀποσπάω",645,"no",""
2,"ἀποστασία",646,"no",""
3,"ἀποστάσιον",647,"no",""
1,"ἀποστεγάζω",648,"no",""
132,"ἀποστέλλω",649,"no","enviar, retirar"
5,"ἀποστερέω",650,"no",""
4,"ἀποστολή",651,"no",""
79,"ἀπόστολος",652,"no","apóstol, mensajero, enviado, delegado"
1,"ἀποστοματίζω",653,"no",""
9,"ἀποστρέφω",654,"no",""
1,"ἀποστυγέω",655,"no",""
3,"ἀποσυνάγωγος",656,"no",""
6,"ἀποτάσσω",657,"no",""
2,"ἀποτελέω",658,"no",""
9,"ἀποτίθημι",659,"no",""
2,"ἀποτινάσσω",660,"no",""
1,"ἀποτίνω",661,"no",""
1,"ἀποτολμάω",662,"no",""
2,"ἀποτομία",663,"no",""
2,"ἀποτόμως",664,"no",""
1,"ἀποτρέπω",665,"no",""
1,"ἀπουσία",666,"no",""
6,"ἀποφέρω",667,"no",""
