"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
2,">BJM>L/","אֲבִימָאֵל ","ʔᵃvîmāʔēl","abimaeli, obali",,,,,,,,,,,,,,,,
67,">BJMLK/","אֲבִימֶלֶךְ ","ʔᵃvîmelex","abimeleki, ahimeleki, omtend",,,,,,,,,,,,,,,,
13,">BJNDB/","אֲבִינָדָב ","ʔᵃvînādāv","nafath-dori",,,,,,,,,,,,,,,,
4,">BJN<M/","אֲבִינֹעַם ","ʔᵃvînōʕam","abinoamu, washike, ogoz, kedesh-naftali",,,,,,,,,,,,,,,,
3,">BJSP/","אֶבְיָסָף ","ʔevyāsāf","ebiasafu, abiasafu",,,,,,,,,,,,,,,,
7,">BJ<ZR/","אֲבִיעֶזֶר ","ʔᵃvîʕezer","abiezeri",,,,,,,,,,,,,,,,
16,">BJR/","אַבִּיר I","ʔabbîr","shuja, nguvu, hodari, uwez, wenye",,,,,,,,,,,,,,,,
6,">BJR=/","אָבִיר II","ʔāvîr","shuja, nguvu, hodari, uwez, wenye",,,,,,,,,,,,,,,,
11,">BJRM/","אֲבִירָם ","ʔᵃvîrām","abiramu",,,,,,,,,,,,,,,,
5,">BJCG/","אֲבִישַׁג ","ʔᵃvîšag","abishagi, anioze, umtakie",,,,,,,,,,,,,,,,
5,">BJCW</","אֲבִישׁוּעַ ","ʔᵃvîšûₐʕ","abishua",,,,,,,,,,,,,,,,
2,">BJCWR/","אֲבִישׁוּר ","ʔᵃvîšûr","abishuri",,,,,,,,,,,,,,,,
19,">BJCJ/","אֲבִישַׁי ","ʔᵃvîšay","abishai, usimwangamize",,,,,,,,,,,,,,,,
2,">BJCLWM/","אֲבִישָׁלֹום ","ʔᵃvîšālôm","absalomu",,,,,,,,,,,,,,,,
30,">BJTR/","אֶבְיָתָר ","ʔevyātār","abiathari, neneni",,,,,,,,,,,,,,,,
1,">BK[","אבך ","ʔVX",,,,,,"bingiri, vingiri, vingirisheni, isha, vingirish",,,,,,,,,,,
11,">BL","אֲבָל ","ʔᵃvāl","kweli, hakika, halisi, haya, sivy",,,,,,,,,,,,,,,,
3,">BL/","אָבֵל I","ʔāvēl","abeli, liko, wasikose",,,,,,,,,,,,,,,,
1,">BL=/","אָבֵל II","ʔāvēl","abeli, liko, wasikose",,,,,,,,,,,,,,,,
24,">BL==/","אֵבֶל III","ʔēvel","ombole, bole, lili, tang, mlili",,,,,,,,,,,,,,,,
8,">BL===/","אָבֵל IV","ʔāvēl","ombole, bole, lili, tang, mlili",,,,,,,,,,,,,,,,
3,">BL====/","אֻבָל V","ʔuvāl","mto, mito, jit, mton, maji",,,,,,,,,,,,,,,,
3,">BL=[","אבל II","ʔVL",,"ombole, bole, lili, tang, mlili",,,,,,,,,,,,,,,
36,">BL[","אבל I","ʔVL",,"ombole, bole, lili, tang, mlili",,,,"ombole, bole, lili, tang, mlili","ombole, bole, lili, tang, mlili",,,,,,,,,,
2,">BL_BJT_M<KH/","אָבֵל בֵּית מַעֲכָה ","ʔāvēl bêt maʕᵃxāʰ","abel-beth-maaka, bethmaaka",,,,,,,,,,,,,,,,
1,">BL_HCVJM/","אָבֵל הַשִּׁטִּים ","ʔāvēl haššiṭṭîm","abel-shitimu",,,,,,,,,,,,,,,,
1,">BL_KRMJM/","אָבֵל כְּרָמִים ","ʔāvēl kᵊrāmîm",,,,,,,,,,,,,,,,,
3,">BL_MXWLH/","אָבֵל מְחֹולָה ","ʔāvēl mᵊḥôlāʰ","abel-mehola",,,,,,,,,,,,,,,,
1,">BL_MJM/","אָבֵל מָיִם ","ʔāvēl māyim","abel-maimu",,,,,,,,,,,,,,,,
1,">BL_MYRJM/","אָבֵל מִצְרַיִם ","ʔāvēl miṣrayim","abel-misri",,,,,,,,,,,,,,,,
273,">BN/","אֶבֶן I","ʔeven","mawe, jiwe, vito, kito, pim",,,,,,,,,,,,,,,,
2,">BN=/","אֹבֶן II","ʔōven","gurudum, sulisul, vumb, mwueni",,,,,,,,,,,,,,,,
3,">BN_H<ZR/","אֶבֶן הָעֵזֶר ","ʔeven hāʕēzer","ebenezeri",,,,,,,,,,,,,,,,
9,">BNV/","אַבְנֵט ","ʔavnēṭ","mshipi, fung, tamba, fungw, fungi",,,,,,,,,,,,,,,,
63,">BNR/","אַבְנֵר ","ʔavnēr","abneri, umefanyaje",,,,,,,,,,,,,,,,
2,">BS[","אבס ","ʔVS",,"non, wanono, nenep, nenepe, winu",,,,,,,,,,,,,,,
2,">B<B<T/","אֲבַעְבֻּעֹת ","ʔᵃvaʕbuʕōt","jipu, vimb, jip, kufura, hain",,,,,,,,,,,,,,,,
1,">BY/","אָבֶץ ","ʔāveṣ","ebesi",,,,,,,,,,,,,,,,
2,">BYN/","אִבְצָן ","ʔivṣān","ibzani",,,,,,,,,,,,,,,,
6,">BQ/","אָבָק ","ʔāvāq","vumb, mavumbini, udongo, nchi, anga",,,,,,,,,,,,,,,,
2,">BQ[","אבק ","ʔVQ",,,"mweleka, uvungu, hamshindi",,,,,,,,,,,,,,
1,">BQH/","אֲבָקָה ","ʔᵃvāqāʰ","harufu, nuka, nus, hawanusi, dini",,,,,,,,,,,,,,,,
3,">BR/","אֵבֶר ","ʔēver","baw, mbaw, bawa, upindo, ncha",,,,,,,,,,,,,,,,
1,">BR[","אבר ","ʔVR",,,,,,,"ruka, ruk, ndeg, ningeruka, inzi",,,,,,,,,,
4,">BRH/","אֶבְרָה ","ʔevrāʰ","tai, mwew, manyoya, ruka, furukombe",,,,,,,,,,,,,,,,
175,">BRHM/","אַבְרָהָם ","ʔavrāhām","abrahamu",,,,,,,,,,,,,,,,
1,">BRK","אַבְרֵךְ ","ʔavrēx","inam, abud, sujudi, sujud, inami",,,,,,,,,,,,,,,,
61,">BRM/","אַבְרָם ","ʔavrām","abramu",,,,,,,,,,,,,,,,
25,">BCJ/","אַבְשַׁי ","ʔavšay","abishai, usimwangamize",,,,,,,,,,,,,,,,
109,">BCLWM/","אַבְשָׁלֹום ","ʔavšālôm","absalomu",,,,,,,,,,,,,,,,
4,">BT/","אֹבֹת ","ʔōvōt","obothi",,,,,,,,,,,,,,,,
1,">G>/","אָגֵא ","ʔāgēˀ","agee, midengu",,,,,,,,,,,,,,,,
8,">GG/","אֲגַג ","ʔᵃgag","agagi",,,,,,,,,,,,,,,,
5,">GGJ/","אֲגָגִי ","ʔᵃgāgî","mwagagi",,,,,,,,,,,,,,,,
4,">GDH/","אֲגֻדָּה ","ʔᵃguddāʰ","kuba, lichov, kikosi, mvunje",,,,,,,,,,,,,,,,
1,">GWZ/","אֱגֹוז ","ʔᵉgôz","milozi",,,,,,,,,,,,,,,,
1,">GWR/","אָגוּר ","ʔāgûr","aguri",,,,,,,,,,,,,,,,
1,">GWRH/","אֲגֹורָה ","ʔᵃgôrāʰ","pand, tong, gaw, vitekete, lijaze",,,,,,,,,,,,,,,,
1,">GL/","אֵגֶל ","ʔēgel","dondo, ton, yadondoza, dondoz, manyunyu",,,,,,,,,,,,,,,,
1,">GLJM/","אֶגְלַיִם ","ʔeglayim","eglaimu",,,,,,,,,,,,,,,,
9,">GM/","אֲגַם I","ʔᵃgam","ziwa, birik, bwaw, maziwa, vya",,,,,,,,,,,,,,,,
1,">GM=/","אָגֵם II","ʔāgēm","huzuni, ili, chukulia, vumili, stahimil",,,,,,,,,,,,,,,,
5,">GMWN/","אַגְמֹון ","ʔagmôn","nyas, vimeavyo, tobo",,,,,,,,,,,,,,,,
3,">GN/","אַגָּן ","ʔaggān","vyombo, ila, chombo, kitu, mtungi",,,,,,,,,,,,,,,,
7,">GP/","אֲגַף ","ʔᵃgaf","vikosi, kikosi, jeshi, majeshi, askari",,,,,,,,,,,,,,,,
3,">GR[","אגר ","ʔGR",,"kusany, kusanyi, sany, kuta, okot",,,,,,,,,,,,,,,
2,">GRVL/","אֲגַרְטָל ","ʔᵃgarṭāl","birik, komb, bakul, sini, miik",,,,,,,,,,,,,,,,
2,">GRP/","אֶגְרֹף ","ʔegrōf","gomban, kiwiko, yualazwa",,,,,,,,,,,,,,,,
10,">GRT/","אִגֶּרֶת ","ʔiggeret","baru, waraka, nyaraka, nipewe",,,,,,,,,,,,,,,,
2,">D/","אֵד ","ʔēd","huifanyia, yamwagikayo, unyevu, kiwi",,,,,,,,,,,,,,,,
1,">DB[","אדב ","ʔDV",,,,,,,"huzuni, ili, chukulia, vumili, stahimil",,,,,,,,,,
2,">DB>L/","אַדְבְּאֵל ","ʔadbᵊʔēl","abdeeli",,,,,,,,,,,,,,,,
1,">DD/","אֲדַד ","ʔᵃdad","hadadi",,,,,,,,,,,,,,,,
2,">DW/","אִדֹּו ","ʔiddô","ido",,,,,,,,,,,,,,,,
100,">DWM/","אֱדֹום ","ʔᵉdôm","edomu, waedomi",,,,,,,,,,,,,,,,
335,">DWN/","אָדֹון I","ʔādôn","bwana, wangu, wakuu, bwan, mwenye",,,,,,,,,,,,,,,,
1,">DWN=/","אַדֹּון II","ʔaddôn","adani",,,,,,,,,,,,,,,,
1,">DWRJM/","אֲדֹורַיִם ","ʔᵃdôrayim","adoraimu",,,,,,,,,,,,,,,,
27,">DJR/","אַדִּיר ","ʔaddîr","kubw, kubwa, mkuu, kuu, maku",,,,,,,,,,,,,,,,
1,">DLJ>/","אֲדַלְיָא ","ʔᵃdalyāˀ","adalia",,,,,,,,,,,,,,,,
553,">DM/","אָדָם I","ʔādām","mtu, watu, mwanadamu, wanadamu, wanaume",,,,,,,,,,,,,,,,
9,">DM=/","אָדֹם II","ʔādōm","mwekundu, chekundu, kund, wekundu, jekundu",,,,,,,,,,,,,,,,
3,">DM==/","אֹדֶם III","ʔōdem","akik",,,,,,,,,,,,,,,,
8,">DM===/","אָדָם IV","ʔādām","adamu",,,,,,,,,,,,,,,,
1,">DM====/","אָדָם V","ʔādām","adamu",,,,,,,,,,,,,,,,
10,">DM[","אדם ","ʔDM",,"mwekundu, chekundu, kund, wekundu, jekundu",,,"mwekundu, chekundu, kund, wekundu, jekundu","mwekundu, chekundu, kund, wekundu, jekundu","mwekundu, chekundu, kund, wekundu, jekundu",,,,,,,,,,
6,">DMDM/","אֲדַמְדָּם ","ʔᵃdamdām","mwekundu, chekundu, kund, wekundu, jekundu",,,,,,,,,,,,,,,,
223,">DMH/","אֲדָמָה I","ʔᵃdāmāʰ","nchi, dunia, duniani, chini, ardh",,,,,,,,,,,,,,,,
5,">DMH=/","אַדְמָה II","ʔadmāʰ","adma, niwezeje",,,,,,,,,,,,,,,,
3,">DMH==/","אֲדָמָה III","ʔᵃdāmāʰ","adam",,,,,,,,,,,,,,,,
12,">DMJ/","אֲדֹמִי ","ʔᵃdōmî",,,,,,,,,,,,,,,,,
1,">DMJ_HNQB/","אֲדָמִי הַנֶּקֶב ","ʔᵃdāmî hanneqev",,,,,,,,,,,,,,,,,
3,">DMNJ/","אַדְמֹנִי ","ʔadmōnî","mwekundu, chekundu, kund, wekundu, jekundu",,,,,,,,,,,,,,,,
1,">DMT>/","אַדְמָתָא ","ʔadmātāˀ","admatha",,,,,,,,,,,,,,,,
57,">DN/","אֶדֶן I","ʔeden","tund, mahali, tak, vyake, pale, pake",,,,,,,,,,,,,,,,
1,">DN=/","אַדָּן II","ʔaddān","adani",,,,,,,,,,,,,,,,
438,">DNJ/","אֲדֹנָי ","ʔᵃdōnāʸ","bwana, wangu, wakuu, bwan, mwenye",,,,,,,,,,,,,,,,
3,">DNJ_BZQ/","אֲדֹנִי בֶזֶק ","ʔᵃdōnî vezeq","adoni-bezeki",,,,,,,,,,,,,,,,
2,">DNJ_YDQ/","אֲדֹנִי צֶדֶק ","ʔᵃdōnî ṣedeq","adoni-sedeki",,,,,,,,,,,,,,,,
7,">DNJH/","אֲדֹנִיָּה ","ʔᵃdōniyyāʰ","adonia, adonikamu, amwogopa",,,,,,,,,,,,,,,,
19,">DNJHW/","אֲדֹנִיָּהוּ ","ʔᵃdōniyyāhû","adonia, adonikamu, amwogopa",,,,,,,,,,,,,,,,
3,">DNJQM/","אֲדֹנִיקָם ","ʔᵃdōnîqām","adonikamu",,,,,,,,,,,,,,,,
2,">DNJRM/","אֲדֹנִירָם ","ʔᵃdōnîrām","adoramu",,,,,,,,,,,,,,,,
2,">DR/","אֶדֶר I","ʔeder","joho, vazi, mavazi, wakiwa, loku",,,,,,,,,,,,,,,,
8,">DR=/","אֲדָר II","ʔᵃdār","adari",,,,,,,,,,,,,,,,
1,">DR==/","אַדָּר III","ʔaddār","adari",,,,,,,,,,,,,,,,
1,">DR===/","אַדָּר IV","ʔaddār","adari",,,,,,,,,,,,,,,,
3,">DR[","אדר ","ʔDR",,,"utukufu, tuku, heshima, fahari, tukuz",,,,"utukufu, tuku, heshima, fahari, tukuz",,,,,,,,,,
2,">DRKWN/","אֲדַרְכֹּון ","ʔᵃdarkôn","fung, mane, darkoni, fedha, mene",,,,,,,,,,,,,,,,
2,">DRM/","אֲדֹרָם ","ʔᵃdōrām","adoramu",,,,,,,,,,,,,,,,
1,">DRMLK/","אַדְרַמֶּלֶךְ I","ʔadrammelex","adrameleki",,,,,,,,,,,,,,,,
2,">DRMLK=/","אַדְרַמֶּלֶךְ II","ʔadrammelex","adrameleki",,,,,,,,,,,,,,,,
8,">DR<J/","אֶדְרֶעִי ","ʔedreʕî","edrei",,,,,,,,,,,,,,,,
12,">DRT/","אַדֶּרֶת ","ʔadderet","mavazi, vazi, nguo, joho, yeva",,,,,,,,,,,,,,,,
1,">DC[","אדשׁ ","ʔDŠ",,"puri, wanj, sakafu, nafaka, uga",,,,,,,,,,,,,,,
2,">HB/","אֹהַב I","ʔōhav","pend, wapenzi, mpenzi, mjomba, mdog",,,,,,,,,,,,,,,,
2,">HB=/","אַהַב II","ʔahav","pend, penda, mapenzi, rafik, wapenzi",,,,,,,,,,,,,,,,
211,">HB[","אהב ","ʔHV",,"pend, penda, mapenzi, rafik, wapenzi","pend, penda, mapenzi, rafik, wapenzi","pend, penda, mapenzi, rafik, wapenzi",,,,,,,,,,,,,
36,">HBH/","אֲהָבָה ","ʔᵃhāvāʰ","pend, penda, mapenzi, rafik, wapenzi",,,,,,,,,,,,,,,,
2,">HD/","אֹהַד ","ʔōhad","ohadi",,,,,,,,,,,,,,,,
15,">HH","אֲהָהּ ","ʔᵃhāh","ole, aa, nikalia, sijala, sumbua",,,,,,,,,,,,,,,,
3,">HW>/","אַהֲוָא ","ʔahᵃwāˀ","ahava",,,,,,,,,,,,,,,,
9,">HWD/","אֵהוּד ","ʔēhûd","ehudi",,,,,,,,,,,,,,,,
3,">HJ","אֱהִי ","ʔᵉhî","wapi, lini, hapo, toka, pale",,,,,,,,,,,,,,,,
345,">HL/","אֹהֶל I","ʔōhel","hema, heman, maskani, mahema, kuwapo",,,,,,,,,,,,,,,,
1,">HL=/","אֹהֶל II","ʔōhel","oheli",,,,,,,,,,,,,,,,
4,">HL==/","אָהָל III","ʔāhāl","udi, kand",,,,,,,,,,,,,,,,
1,">HL=[","אהל II","ʔHL",,,,,,,"ng'a, anga, onekan, toke, angaz",,,,,,,,,,
3,">HL[","אהל I","ʔHL",,"wakaao, oka, akakaa, kuka, mkaa",,"wakaao, oka, akakaa, kuka, mkaa",,,,,,,,,,,,,
5,">HLH/","אָהֳלָה ","ʔāhᵒlāʰ","ohola",,,,,,,,,,,,,,,,
5,">HLJ>B/","אָהֳלִיאָב ","ʔāhᵒlîʔāv","oholiabu",,,,,,,,,,,,,,,,
6,">HLJBH/","אָהֳלִיבָה ","ʔāhᵒlîvāʰ","oholiba",,,,,,,,,,,,,,,,
7,">HLJBMH/","אָהֳלִיבָמָה I","ʔāhᵒlîvāmāʰ","oholibama",,,,,,,,,,,,,,,,
1,">HLJBMH=/","אָהֳלִיבָמָה II","ʔāhᵒlîvāmāʰ","oholibama",,,,,,,,,,,,,,,,
347,">HRN/","אַהֲרֹן ","ʔahᵃrōn","haruni",,,,,,,,,,,,,,,,
320,">W","אֹו ","ʔô","au, kuliko, ama, je, ana, tama, pendeza, pend, tamani, man",,,,,,,,,,,,,,,,
1,">W>L/","אוּאֵל ","ʔûʔēl","ueli",,,,,,,,,,,,,,,,
16,">WB/","אֹוב I","ʔôv","acha, buz, uganga, pepo, bashir",,,,,,,,,,,,,,,,
1,">WB=/","אֹוב II","ʔôv","acha, buz, uganga, pepo, bashir",,,,,,,,,,,,,,,,
1,">WBJL/","אֹובִיל ","ʔôvîl","obili",,,,,,,,,,,,,,,,
3,">WD/","אוּד ","ʔûd","king, usif",,,,,,,,,,,,,,,,
11,">WDWT/","אֹודֹות ","ʔôdôt","sababu, ajili, ili, kuwa, upat",,,,,,,,,,,,,,,,
7,">WH/","אַוָּה ","ʔawwāʰ","tama, pendeza, pend, tamani, man",,,,,,,,,,,,,,,,
27,">WH[","אוה ","ʔWH",,,,,,,,,,,,,,,,,
1,">WZJ/","אוּזַי ","ʔûzay","uzai",,,,,,,,,,,,,,,,
3,">WZL/","אוּזָל ","ʔûzāl","uzali",,,,,,,,,,,,,,,,
24,">WJ","אֹוי ","ʔôy","ole, aa, pinga, ala",,,,,,,,,,,,,,,,
2,">WJ/","אֱוִי ","ʔᵉwî","evi",,,,,,,,,,,,,,,,
1,">WJH","אֹויָה ","ʔôyāʰ","ole, aa, pinga, ala",,,,,,,,,,,,,,,,
26,">WJL/","אֱוִיל ","ʔᵉwîl","umba, wajinga, upuz, mjinga, wazimu",,,,,,,,,,,,,,,,
2,">WJL_MRDK/","אֱוִיל מְרֹדַךְ ","ʔᵉwîl mᵊrōdax","evil-merodaki",,,,,,,,,,,,,,,,
1,">WL/","אוּל ","ʔûl","nguvu, jeshi, uwez, shik, hodari, shuja, wenye",,,,,,,,,,,,,,,,
45,">WLJ","אוּלַי ","ʔûlay","labd, end, yamkini, pengine, yumkini",,,,,,,,,,,,,,,,
1,">WLJ/","אֱוִלִי I","ʔᵉwilî","umba, wajinga, upuz, mjinga, wazimu",,,,,,,,,,,,,,,,
2,">WLJ=/","אוּלַי II","ʔûlay","ulai, yoit, mfahamishe",,,,,,,,,,,,,,,,
19,">WLM","אוּלָם ","ʔûlām","bali, lakini, ila, naam, tu",,,,,,,,,,,,,,,,
4,">WLM/","אוּלָם ","ʔûlām","ulamu",,,,,,,,,,,,,,,,
25,">WLT/","אִוֶּלֶת ","ʔiwwelet","umba, ujinga, hauzingatii, hununa",,,,,,,,,,,,,,,,
3,">WMR/","אֹומָר ","ʔômār","omari",,,,,,,,,,,,,,,,
11,">WN/","אֹון I","ʔôn","nguvu, jeshi, uwez, shik, hodari",,,,,,,,,,,,,,,,
78,">WN=/","אָוֶן II","ʔāwen",,,,,,,,,,,,,,,,,
1,">WN===/","אֹון IV","ʔôn","oni",,,,,,,,,,,,,,,,
1,">WN====/","אָוֶן V","ʔāwen","aveni",,,,,,,,,,,,,,,,
5,">WNW/","אֹונֹו ","ʔônô","ono",,,,,,,,,,,,,,,,
4,">WNM/","אֹונָם ","ʔônām","onamu",,,,,,,,,,,,,,,,
8,">WNN/","אֹונָן ","ʔônān","onani",,,,,,,,,,,,,,,,
2,">WPZ/","אוּפָז ","ʔûfāz","ufazi",,,,,,,,,,,,,,,,
12,">WPJR/","אֹופִיר I","ʔôfîr","ofiri",,,,,,,,,,,,,,,,
1,">WPJR=/","אֹופִיר II","ʔôfîr","ofiri",,,,,,,,,,,,,,,,
35,">WPN/","אֹופַן ","ʔôfan","gurudum, sulisul, vumb, mwueni",,,,,,,,,,,,,,,,
10,">WY[","אוץ ","ʔWṢ",,"haraka, upes, hima, mbio, mwenye",,,,,"haraka, upes, hima, mbio, mwenye",,,,,,,,,,
79,">WYR/","אֹוצָר ","ʔôṣār","hazina, akib, ghal, fich, weke",,,,,,,,,,,,,,,,
115,">WR/","אֹור I","ʔôr","nuru, wang, mianga, taa, pambazuk",,,,,,,,,,,,,,,,
6,">WR=/","אוּר II","ʔûr","mial, mual, moto, mwal, liku",,,,,,,,,,,,,,,,
7,">WR==/","אוּר III","ʔûr","urimu, wulizi",,,,,,,,,,,,,,,,
4,">WR===/","אוּר IV","ʔûr","uru, kumtoa",,,,,,,,,,,,,,,,
1,">WR====/","אוּר V","ʔûr","uru, kumtoa",,,,,,,,,,,,,,,,
49,">WR[","אור ","ʔWR",,"nuru, anga, angaz, ng'a, wang","nuru, anga, angaz, ng'a, wang",,,,"nuru, anga, angaz, ng'a, wang",,,,,,,,,,
2,">WRH/","אֹורָה ","ʔôrāʰ","nuru, wang, mianga, taa, pambazuk, mbog",,,,,,,,,,,,,,,,
1,">WRWT/","אֲוֵרֹות ","ʔᵃwērôt",,,,,,,,,,,,,,,,,
7,">WRJ/","אוּרִי ","ʔûrî","uri",,,,,,,,,,,,,,,,
4,">WRJ>L/","אוּרִיאֵל ","ʔûrîʔēl","urieli",,,,,,,,,,,,,,,,
36,">WRJH/","אוּרִיָּה ","ʔûriyyāʰ","uria",,,,,,,,,,,,,,,,
3,">WRJHW/","אוּרִיָּהוּ ","ʔûriyyāhû","uria",,,,,,,,,,,,,,,,
79,">WT/","אֹות ","ʔôt","ishara, lil, alam, sahihi",,,,,,,,,,,,,,,,
4,">WT[","אות ","ʔWT",,,,,,,,,,,,,,,,,
141,">Z","אָז ","ʔāz","ndipo, kisha, basi, huo, ule, baada, fuat, nyuma, baadaye, kwa",,,,,,,,,,,,,,,,
1,">ZBJ/","אֶזְבָּי ","ʔezbāʸ","ezbai",,,,,,,,,,,,,,,,
10,">ZWB/","אֵזֹוב ","ʔēzôv","hisopo",,,,,,,,,,,,,,,,
14,">ZWR/","אֵזֹור ","ʔēzôr","mshipi, fung, tamba, fungw, fungi",,,,,,,,,,,,,,,,
3,">ZJ","אֲזַי ","ʔᵃzay","basi, hiyo, ila, ili, kwa",,,,,,,,,,,,,,,,
7,">ZKRH/","אַזְכָּרָה ","ʔazkārāʰ","bush, bukumb, kumbuk, mbuk, bukw",,,,,,,,,,,,,,,,
1,">ZL/","אֶזֶל ","ʔezel","ufik",,,,,,,,,,,,,,,,
4,">ZL[","אזל ","ʔZL",,"end, akaenda, shuk, nend, tok",,,,,,,,,,,,,,,
187,">ZN/","אֹזֶן I","ʔōzen","siki, sikion, sikiliz, yapokee, hili",,,,,,,,,,,,,,,,
1,">ZN=/","אָזֵן II","ʔāzēn","ila, diri, mavazi, dari, vya",,,,,,,,,,,,,,,,
1,">ZN=[","אזן II","ʔZN",,,,"tung",,,,,,,,,,,,,
41,">ZN[","אזן I","ʔZN",,,,,,,"sikiliz, siki, lize, tegeni, ee",,,,,,,,,,
1,">ZN_C>RH/","אֻזֵּן שֶׁאֱרָה ","ʔuzzēn šeˀᵉrāʰ","uzen-sheera",,,,,,,,,,,,,,,,
1,">ZNWT_TBWR/","אַזְנֹות תָּבֹור ","ʔaznôt tāvôr","aznoth-tabori",,,,,,,,,,,,,,,,
1,">ZNJ/","אָזְנִי I","ʔāznî","ezboni, waezboni",,,,,,,,,,,,,,,,
1,">ZNJ=/","אָזְנִי II","ʔāznî","ezboni, waezboni",,,,,,,,,,,,,,,,
1,">ZNJH/","אֲזַנְיָה ","ʔᵃzanyāʰ","azania",,,,,,,,,,,,,,,,
2,">ZQJM/","אֲזִקִּים ","ʔᵃziqqîm",,,,,,,,,,,,,,,,,
16,">ZR[","אזר ","ʔZR",,"mshipi, fung, tamba, fungw, fungi","mshipi, fung, tamba, fungw, fungi","mshipi, fung, tamba, fungw, fungi",,"mshipi, fung, tamba, fungw, fungi",,,,,,,,,,,
