"Occurrences","Lexeme","Strong's number","Strong's unreliable?","Gloss"
2,"ἄγναφος",46,"no","ny"
2,"ἁγνεία",47,"no","renhed"
7,"ἁγνίζω",48,"no","renser"
1,"ἁγνισμός",49,"no","renselse"
22,"ἀγνοέω",50,"no","kender ikke"
1,"ἀγνόημα",51,"no","uvidenhed; vildfarelse"
4,"ἄγνοια",52,"no","ukyndighed"
8,"ἁγνός",53,"no","hellig"
2,"ἁγνότης",54,"no","renhed"
1,"ἁγνῶς",55,"no","ukendt"
2,"ἀγνωσία",56,"no","ubekendtskab"
1,"ἄγνωστος",57,"no","ubekendt"
11,"ἀγορά",58,"no","marked"
30,"ἀγοράζω",59,"no","købe"
2,"ἀγοραῖος",60,"no","kræmmer"
2,"ἄγρα",61,"no","bytte"
1,"ἀγράμματος",62,"no","ulærd"
1,"ἀγραυλέω",63,"no","er på marken"
1,"ἀγρεύω",64,"no","jager"
2,"ἀγριέλαιος",65,"no","vildt olietræ"
3,"ἄγριος",66,"no","vild"
11,"Ἀγρίππας",67,"no","Agrippa"
36,"ἀγρός",68,"no","mark"
4,"ἀγρυπνέω",69,"no","er søvnløs"
2,"ἀγρυπνία",70,"no","søvnløshed"
69,"ἄγω",71,"no","fører"
1,"ἀγωγή",72,"no","transport"
6,"ἀγών",73,"no","forsamling"
1,"ἀγωνία",74,"no","kamp"
8,"ἀγωνίζομαι",75,"no","kæmper"
9,"Ἀδάμ",76,"no","Adam"
1,"ἀδάπανος",77,"no","uden udgift"
1,"Ἀδδί",78,"no","Addi"
26,"ἀδελφή",79,"no","søster"
343,"ἀδελφός",80,"no","bror"
2,"ἀδελφότης",81,"no","brorskab"
2,"ἄδηλος",82,"no","dunkel"
1,"ἀδηλότης",83,"no","uvished"
1,"ἀδήλως",84,"no","dunkel"
3,"ἀδημονέω",85,"no","er angst"
1,"ἀδιάκριτος",87,"no","uskelnelig"
2,"ἀδιάλειπτος",88,"no","uafbrudt"
4,"ἀδιαλείπτως",89,"no","uafbrudt"
28,"ἀδικέω",91,"no","synder"
3,"ἀδίκημα",92,"no","uret; forbrydelse"
25,"ἀδικία",93,"no","krænkelse"
12,"ἄδικος",94,"no","uretdærdig"
1,"ἀδίκως",95,"no","uretfærdigt"
1,"ἀδμίν",284,"yes","Amminadab"
8,"ἀδόκιμος",96,"no","ugyldig"
1,"ἄδολος",97,"no","ren"
1,"Ἀδραμυττηνός",98,"no","fra Adramyttion"
1,"Ἀδρίας",99,"no","Adriaterhavet"
1,"ἁδρότης",100,"no","fylde"
2,"ἀδυνατέω",101,"no","uformënde"
10,"ἀδύνατος",102,"no","umulig"
7,"ἀεί",104,"no","altid"
5,"ἀετός",105,"no","ørn"
9,"ἄζυμος",106,"no","usyret"
2,"Ἀζώρ",107,"no","Azor"
1,"Ἄζωτος",108,"no","Ashdod"
7,"ἀήρ",109,"no","luft"
3,"ἀθανασία",110,"no","udødelighed"
2,"ἀθέμιτος",111,"no","lovløs"
1,"ἄθεος",112,"no","uden gud"
2,"ἄθεσμος",113,"no","lovløs"
16,"ἀθετέω",114,"no","afskaffer"
2,"ἀθέτησις",115,"no","afskaffelse"
4,"Ἀθῆναι",116,"no","Athen"
2,"Ἀθηναῖος",117,"no","Athensk"
2,"ἀθλέω",118,"no","kæmper"
1,"ἄθλησις",119,"no","kamp"
1,"ἀθροίζω",4867,"yes","samler"
1,"ἀθυμέω",120,"no","mister modet"
2,"ἀθῷος",121,"no","ustraffet"
1,"αἴγειος",122,"no","gede-"
6,"αἰγιαλός",123,"no","kyst"
5,"Αἰγύπτιος",124,"no","egyptisk"
25,"Αἴγυπτος",125,"no","Egypten"
2,"ἀΐδιος",126,"no","evig"
1,"αἰδώς",127,"no","ærefrygt; skam"
2,"Αἰθίοψ",128,"no","ethiopier"
97,"αἷμα",129,"no","blod"
1,"αἱματεκχυσία",130,"no","udgydelse"
1,"αἱμορροέω",131,"no","blødning"
2,"Αἰνέας",132,"no","Æneas"
1,"αἴνεσις",133,"no","bifald"
8,"αἰνέω",134,"no","roser"
1,"αἴνιγμα",135,"no","gåde"
2,"αἶνος",136,"no","bifald"
1,"Αἰνών",137,"no","Ænon"
9,"αἵρεσις",139,"no","erobring"
1,"αἱρετίζω",140,"no","udvælger"
1,"αἱρετικός",141,"no","udvælgende"
3,"αἱρέω",138,"no","tager; griber"
101,"αἴρω",142,"no","tager med; hæver; løfter"
1,"αἰσθάνομαι",143,"no","føler"
1,"αἴσθησις",144,"no","fornemmelse"
1,"αἰσθητήριον",145,"no","sanseredskab; forstand"
2,"αἰσχροκερδής",146,"no","grisk"
1,"αἰσχροκερδῶς",147,"no","glad"
1,"αἰσχρολογία",148,"no","skamløs snak "
4,"αἰσχρός",150,"no","skam"
1,"αἰσχρότης",151,"no","skændighed"
6,"αἰσχύνη",152,"no","skændsel"
5,"αἰσχύνω",153,"no","mishandler"
70,"αἰτέω",154,"no","beder"
3,"αἴτημα",155,"no","påstand"
20,"αἰτία",156,"no","årsag "
5,"αἴτιος",159,"no","årsag"
1,"αἰτίωμα",157,"no","beskyldning"
2,"αἰφνίδιος",160,"no","uventet"
3,"αἰχμαλωσία",161,"no","krigsfangenskab"
1,"αἰχμαλωτεύω",162,"no","gør til krigsfange"
4,"αἰχμαλωτίζω",163,"no","gør til fange"
1,"αἰχμάλωτος",164,"no","gjort til bytte"
124,"αἰών",165,"no","evighed"
71,"αἰώνιος",166,"no","evig"
10,"ἀκαθαρσία",167,"no","urenhed"
31,"ἀκάθαρτος",169,"no","uren"
1,"ἀκαιρέομαι",170,"no","har mulighed for"
1,"ἀκαίρως",171,"no","utidig"
2,"ἄκακος",172,"no","uskyldig"
14,"ἄκανθα",173,"no","tidsel"
2,"ἀκάνθινος",174,"no","tornet"
7,"ἄκαρπος",175,"no","ufrugtbar"
1,"ἀκατάγνωστος",176,"no","ustraffelig"
2,"ἀκατακάλυπτος",177,"no","utilhyllet"
2,"ἀκατάκριτος",178,"no","udømt"
1,"ἀκατάλυτος",179,"no","uophørlig"
1,"ἀκατάπαυστος",180,"no","uden ende"
5,"ἀκαταστασία",181,"no","oprør"
2,"ἀκατάστατος",182,"no","urolig"
1,"Ἁκελδαμάχ",184,"no","Hakeldama"
3,"ἀκέραιος",185,"no","ublandet"
1,"ἀκλινής",186,"no","fast"
1,"ἀκμάζω",187,"no","rigtige tid"
1,"ἀκμήν",188,"no","endnu"
24,"ἀκοή",189,"no","hørelse; rygte; sagn"
90,"ἀκολουθέω",190,"no","følger"
428,"ἀκούω",191,"no","hører"
2,"ἀκρασία",192,"no","uafholdenhed"
1,"ἀκρατής",193,"no","uden styrke"
1,"ἄκρατος",194,"no","ublandet"
1,"ἀκρίβεια",195,"no","grundighed"
1,"ἀκριβής",196,"no","nøje"
2,"ἀκριβόω",198,"no","kender nøje"
9,"ἀκριβῶς",199,"no","nøjagtigt"
4,"ἀκρίς",200,"no","græshoppe"
1,"ἀκροατήριον",201,"no","høresal"
4,"ἀκροατής",202,"no","læser"
20,"ἀκροβυστία",203,"no","forhud"
2,"ἀκρογωνιαῖος",204,"no","hjørnesten; grundsten"
1,"ἀκροθίνιον",205,"no","bytte"
6,"ἄκρον",206,"no","øverst"
6,"Ἀκύλας",207,"no","Akvila"
3,"ἀκυρόω",208,"no","afkræfter"
1,"ἀκωλύτως",209,"no","uhindret"
1,"ἄκων",210,"no","ufrivillig"
4,"ἀλάβαστρος",211,"no","alabast"
2,"ἀλαζονεία",212,"no","praleri"
2,"ἀλαζών",213,"no","praler"
2,"ἀλαλάζω",214,"no","skriger; råber "
1,"ἀλάλητος",215,"no","usigelig"
3,"ἄλαλος",216,"no","stum; ikke talende"
8,"ἅλας",217,"no","salt"
9,"ἀλείφω",218,"no","salver"
1,"ἀλεκτοροφωνία",219,"no","hanegal"
11,"ἀλέκτωρ",220,"no","hane"
2,"Ἀλεξανδρεύς",221,"no","Alexandrinsk"
2,"Ἀλεξανδρῖνος",222,"no","Alexandrinsk"
6,"Ἀλέξανδρος",223,"no","Alexander "
2,"ἄλευρον",224,"no","ἄλευρον"
109,"ἀλήθεια",225,"no","sandhed"
2,"ἀληθεύω",226,"no","er sandfærdig"
26,"ἀληθής",227,"no","sand"
28,"ἀληθινός",228,"no","ægte"
2,"ἀλήθω",229,"no","knuser"
18,"ἀληθῶς",230,"no","sand"
5,"ἁλιεύς",231,"no","fisker"
1,"ἁλιεύω",232,"no","fisker"
2,"ἁλίζω",233,"no","samler"
1,"ἀλίσγημα",234,"no","besmittelse"
638,"ἀλλά",235,"no","men"
6,"ἀλλάσσω",236,"no","veksler"
1,"ἀλλαχόθεν",237,"no","fra et andet sted"
1,"ἀλλαχοῦ",237,"yes","andensteds"
1,"ἀλληγορέω",238,"no","taler billedligt"
4,"ἁλληλουϊά",239,"no","Halleluja"
100,"ἀλλήλων",240,"no","en anden"
1,"ἀλλογενής",241,"no","fremmed"
3,"ἅλλομαι",242,"no","hopper"
154,"ἄλλος",243,"no","anden"
1,"ἀλλοτριεπίσκοπος",244,"no","går andres ret for nær"
14,"ἀλλότριος",245,"no","fremmed"
1,"ἀλλόφυλος",246,"no","fremmed"
1,"ἄλλως",247,"no","anderledes"
3,"ἀλοάω",248,"no","tærsker"
3,"ἄλογος",249,"no","uden ord"
1,"ἀλόη",250,"no","aloe"
1,"ἁλυκός",252,"no","salt"
1,"ἄλυπος",253,"no","sorgfri"
11,"ἅλυσις",254,"no","kæde"
1,"ἀλυσιτελής",255,"no","unyttig"
3,"ἄλφα",1,"no","alfa"
5,"Ἁλφαῖος",256,"no","Alfæus"
2,"ἅλων",257,"no","tærskeplads"
3,"ἀλώπηξ",258,"no","ræv"
1,"ἅλωσις",259,"no","erobring"
10,"ἅμα",260,"no","tillige"
1,"ἀμαθής",261,"no","uvidende"
1,"ἀμαράντινος",262,"no","uvisnelig"
1,"ἀμάραντος",263,"no","uvisnelig"
43,"ἁμαρτάνω",264,"no","synd"
4,"ἁμάρτημα",265,"no","fejl"
173,"ἁμαρτία",266,"no","synd"
1,"ἀμάρτυρος",267,"no","uden vidner"
47,"ἁμαρτωλός",268,"no","syndig"
2,"ἄμαχος",269,"no","ikke stridbar"
1,"ἀμάω",270,"no","mejer"
1,"ἀμέθυστος",271,"no","ædelsten"
4,"ἀμελέω",272,"no","er ubekymre"
5,"ἄμεμπτος",273,"no","ulastelig"
2,"ἀμέμπτως",274,"no","ulastelig"
2,"ἀμέριμνος",275,"no","ubekymret"
2,"ἀμετάθετος",276,"no","uomsættelig"
1,"ἀμετακίνητος",277,"no","urokkelig"
2,"ἀμεταμέλητος",278,"no","ufortrydt"
1,"ἀμετανόητος",279,"no","som ikke føler nogen anger"
2,"ἄμετρος",280,"no","umålelig"
126,"ἀμήν",281,"no","amen"
1,"ἀμήτωρ",282,"no","moderløs"
4,"ἀμίαντος",283,"no","uplettet"
3,"Ἀμιναδάβ",284,"no","Amminadab"
5,"ἄμμος",285,"no","sand"
4,"ἀμνός",286,"no","lam; gimmerlam"
1,"ἀμοιβή",287,"no","veksel"
9,"ἄμπελος",288,"no","vin"
1,"ἀμπελουργός",289,"no","vingårdsmand"
23,"ἀμπελών",290,"no","vingård"
1,"Ἀμπλιᾶτος",291,"no","Ampliatus"
1,"ἀμύνομαι",292,"no","forsvarer"
1,"ἀμφιβάλλω",906,"yes","kaster omkring"
1,"ἀμφίβληστρον",293,"no","net"
1,"ἀμφιέζω",294,"yes","omgiver"
3,"ἀμφιέννυμι",294,"no","påklæder"
1,"Ἀμφίπολις",295,"no","Amfipolis"
1,"ἄμφοδον",296,"no","gade"
14,"ἀμφότεροι",297,"no","begge"
1,"ἀμώμητος",298,"no","dadelfri"
1,"ἄμωμον",299,"yes","dadelfri"
8,"ἄμωμος",299,"no","dadelfri"
3,"Ἀμώς",301,"no","Amos"
164,"ἄν",302,"no","hvis"
13,"ἀνά",303,"no","i; på"
2,"ἀναβαθμός",304,"no","trappe"
81,"ἀναβαίνω",305,"no","går op"
1,"ἀναβάλλω",306,"no","hæver"
1,"ἀναβιβάζω",307,"no","sætter op på"
25,"ἀναβλέπω",308,"no","ser op"
1,"ἀνάβλεψις",309,"no","syn til blinde"
1,"ἀναβοάω",310,"no","skriger op"
1,"ἀναβολή",311,"no","udsættelse"
2,"ἀνάγαιον",508,"no","rum ovenpå"
13,"ἀναγγέλλω",312,"no","forkynder"
2,"ἀναγεννάω",313,"no","avler igen"
32,"ἀναγινώσκω",314,"no","læser"
9,"ἀναγκάζω",315,"no","tvinger"
8,"ἀναγκαῖος",316,"no","tvingende"
1,"ἀναγκαστῶς",317,"no","af tvang"
17,"ἀνάγκη",318,"no","tvang"
3,"ἀνάγνωσις",320,"no","genkendelse"
23,"ἀνάγω",321,"no","fører op"
2,"ἀναδείκνυμι",322,"no","opviser"
1,"ἀνάδειξις",323,"no","udnævnelse af embeder"
2,"ἀναδέχομαι",324,"no","venligt"
1,"ἀναδίδωμι",325,"no","giver op"
2,"ἀναζάω",326,"no","bliver levende igen"
3,"ἀναζητέω",327,"no","opsøger"
1,"ἀναζώννυμι",328,"no","opgjorder"
1,"ἀναζωπυρέω",329,"no","genopliver"
1,"ἀναθάλλω",330,"no","fremspirer"
6,"ἀνάθεμα",331,"no","tempelgave"
4,"ἀναθεματίζω",332,"no","sætter i band"
2,"ἀναθεωρέω",333,"no","betragter nøje"
1,"ἀνάθημα",334,"no"," tempelgave"
1,"ἀναίδεια",335,"no","skamløshed"
1,"ἀναίρεσις",336,"no","ødelæggelse"
24,"ἀναιρέω",337,"no","tager op"
2,"ἀναίτιος",338,"no","uskyldig"
2,"ἀνακαθίζω",339,"no","sætter mig op"
1,"ἀνακαινίζω",340,"no","fornyer"
2,"ἀνακαινόω",341,"no","opfrisker"
2,"ἀνακαίνωσις",342,"no","fornyelse"
2,"ἀνακαλύπτω",343,"no","afslører"
4,"ἀνακάμπτω",344,"no","går op og ned"
14,"ἀνάκειμαι",345,"no","ligger"
2,"ἀνακεφαλαιόω",346,"no","rekapitulerer"
6,"ἀνακλίνω",347,"no","ligger ved"
5,"ἀνακράζω",349,"no","skriger op"
16,"ἀνακρίνω",350,"no","undersøger"
1,"ἀνάκρισις",351,"no","undersøgelse"
1,"ἀνακυλίω",617,"yes","vælter op"
4,"ἀνακύπτω",352,"no","dukker op"
13,"ἀναλαμβάνω",353,"no","optager"
1,"ἀνάλημψις",354,"no","genoprettelse"
2,"ἀναλίσκω",355,"no","forbruger"
1,"ἀναλογία",356,"no","overensstemmelse"
1,"ἀναλογίζομαι",357,"no","overregner"
1,"ἄναλος",358,"no","usaltet"
1,"ἀνάλυσις",359,"no","udløsning"
2,"ἀναλύω",360,"no","opløser"
1,"ἀναμάρτητος",361,"no","som ikke fejler"
1,"ἀναμένω",362,"no","venter"
6,"ἀναμιμνῄσκω",363,"no","erindrer"
4,"ἀνάμνησις",364,"no","erindring"
1,"ἀνανεόω",365,"no","fornyer"
1,"ἀνανήφω",366,"no","bliver ædru igen"
11,"Ἁνανίας",367,"no","Ananias"
1,"ἀναντίρρητος",368,"no","uimodsigelig"
1,"ἀναντιρρήτως",369,"no","indvending"
1,"ἀνάξιος",370,"no","ikke god nok"
1,"ἀναξίως",371,"no","uværdig"
5,"ἀνάπαυσις",372,"no","ro"
12,"ἀναπαύω",373,"no","standser"
1,"ἀναπείθω",374,"no","overtaler"
5,"ἀναπέμπω",375,"no","sender op"
1,"ἀναπηδάω",1530,"yes","springer op"
2,"ἀνάπηρος",376,"no","lemlæstet"
12,"ἀναπίπτω",377,"no","falder tilbage"
6,"ἀναπληρόω",378,"no","opfylder"
2,"ἀναπολόγητος",379,"no","uforsvaret"
2,"ἀνάπτω",381,"no","antænder"
1,"ἀναρίθμητος",382,"no","utallig"
2,"ἀνασείω",383,"no","ryster op"
1,"ἀνασκευάζω",384,"no","sammenpakker"
2,"ἀνασπάω",385,"no","trækker op"
42,"ἀνάστασις",386,"no","genopstandelse"
3,"ἀναστατόω",387,"no","oprører"
1,"ἀνασταυρόω",388,"no","korsfæster; spidde"
1,"ἀναστενάζω",389,"no","sukker"
9,"ἀναστρέφω",390,"no","drejer"
13,"ἀναστροφή",391,"no","levevis"
1,"ἀνατάσσομαι",392,"no","ordner"
9,"ἀνατέλλω",393,"no","står op; spire frem"
2,"ἀνατίθημι",394,"no","sætter på"
11,"ἀνατολή",395,"no","opgang, øst"
3,"ἀνατρέπω",396,"no","vender"
3,"ἀνατρέφω",397,"no","nærer"
2,"ἀναφαίνω",398,"no","lader lyse"
10,"ἀναφέρω",399,"no","fører op"
1,"ἀναφωνέω",400,"no","udråber"
1,"ἀνάχυσις",401,"no","udgydelse"
14,"ἀναχωρέω",402,"no","viger tilbage"
1,"ἀνάψυξις",403,"no","forfriskning"
1,"ἀναψύχω",404,"no","afkøler"
1,"ἀνδραποδιστής",405,"no","menneskeraner"
13,"Ἀνδρέας",406,"no","Andreas"
1,"ἀνδρίζομαι",407,"no","hærder"
1,"Ἀνδρόνικος",408,"no","Andronikos"
1,"ἀνδροφόνος",409,"no","morder"
5,"ἀνέγκλητος",410,"no","udadlet"
1,"ἀνεκδιήγητος",411,"no","uudsigelig"
1,"ἀνεκλάλητος",412,"no","uudsigelig"
1,"ἀνέκλειπτος",413,"no","uophørlig"
5,"ἀνεκτός",414,"no","udholdelig,"
1,"ἀνελεήμων",415,"no","ubarmhjertig"
1,"ἀνέλεος",448,"no","ubarmhjertig"
1,"ἀνεμίζω",416,"no","bevæger ved vind"
31,"ἄνεμος",417,"no","vind"
1,"ἀνένδεκτος",418,"no","umulig"
1,"ἀνεξεραύνητος",419,"no","uransagelig"
1,"ἀνεξίκακος",420,"no","tålmodig"
2,"ἀνεξιχνίαστος",421,"no","usporlig"
1,"ἀνεπαίσχυντος",422,"no","ikke behøver at skamme sig"
3,"ἀνεπίλημπτος",423,"no","ulastelig"
3,"ἀνέρχομαι",424,"no","går op"
5,"ἄνεσις",425,"no","eftergivelse"
2,"ἀνετάζω",426,"no","udforsker"
3,"ἄνευ",427,"no","uden"
1,"ἀνεύθετος",428,"no","uegnet "
2,"ἀνευρίσκω",429,"no","opfinder"
15,"ἀνέχω",430,"no","løfter"
1,"ἀνεψιός",431,"no","fætter"
1,"ἄνηθον",432,"no","dild"
3,"ἀνήκω",433,"no","det passer sig"
1,"ἀνήμερος",434,"no","utæmmet"
216,"ἀνήρ",435,"no","mand"
14,"ἀνθίστημι",436,"no","modstår"
1,"ἀνθομολογέομαι",437,"no","priser"
4,"ἄνθος",438,"no","skud"
2,"ἀνθρακιά",439,"no","trækul"
1,"ἄνθραξ",440,"no","kul"
2,"ἀνθρωπάρεσκος",441,"no","der søger at behage menneskene"
7,"ἀνθρώπινος",442,"no","menneskelig"
3,"ἀνθρωποκτόνος",443,"no","morder"
548,"ἄνθρωπος",444,"no","mand"
5,"ἀνθύπατος",446,"no","prokonsul"
4,"ἀνίημι",447,"no","sender op"
2,"ἄνιπτος",449,"no","uvasket"
108,"ἀνίστημι",450,"no","rejser sig"
1,"Ἅννα",451,"no","Anna"
4,"Ἅννας",452,"no","Annas"
6,"ἀνόητος",453,"no","forunderlig; uforstandig"
2,"ἄνοια",454,"no","uforstandighed"
78,"ἀνοίγω",455,"no","åbner"
2,"ἀνοικοδομέω",456,"no","genopbygger"
1,"ἄνοιξις",457,"no","åbning"
15,"ἀνομία",458,"no","lovløshed"
9,"ἄνομος",459,"no","lovløs"
2,"ἀνόμως",460,"no","lovløs"
3,"ἀνορθόω",461,"no","sætte op"
2,"ἀνόσιος",462,"no","vanhellig"
2,"ἀνοχή",463,"no","overbærenhed"
1,"ἀνταγωνίζομαι",464,"no","kæmper mod én"
2,"ἀντάλλαγμα",465,"no","giver som vederlag"
1,"ἀνταναπληρόω",466,"no","fylder"
7,"ἀνταποδίδωμι",467,"no","giver tilbage"
2,"ἀνταπόδομα",468,"no","gengældelse"
1,"ἀνταπόδοσις",469,"no","ἀνταπόδοσις"
2,"ἀνταποκρίνομαι",470,"no","svarer derimo"
4,"ἀντέχω",472,"no","holder imod"
22,"ἀντί",473,"no","foran"
1,"ἀντιβάλλω",474,"no","kaster imod"
1,"ἀντιδιατίθημι",475,"no","sætter sig imod"
5,"ἀντίδικος",476,"no","modpart"
1,"ἀντίθεσις",477,"no","modsættelse"
1,"ἀντικαθίστημι",478,"no","stiller imod"
1,"ἀντικαλέω",479,"no","råber"
8,"ἀντίκειμαι",480,"no","er modsat"
1,"ἄντικρυς",481,"no","lige over for"
3,"ἀντιλαμβάνω",482,"no","tager derfor"
11,"ἀντιλέγω",483,"no","modsiger"
1,"ἀντίλημψις",484,"no","hjælpe"
4,"ἀντιλογία",485,"no","modsigelse; ordstrid"
1,"ἀντιλοιδορέω",486,"no","svarer med skældsord"
1,"ἀντίλυτρον",487,"no","løsesum"
1,"ἀντιμετρέω",488,"no","tilmåler"
2,"ἀντιμισθία",489,"no","gengæld"
18,"Ἀντιόχεια",490,"no","Antiochia"
1,"Ἀντιοχεύς",491,"no","fra Antiokia"
2,"ἀντιπαρέρχομαι",492,"no","går forbi overfor"
1,"Ἀντιπᾶς",493,"no","Antipas"
1,"Ἀντιπατρίς",494,"no","Antipatris"
1,"ἀντιπέρα",495,"no","hinsides"
1,"ἀντιπίπτω",496,"no","anfalder"
1,"ἀντιστρατεύω",497,"no","strid"
5,"ἀντιτάσσω",498,"no","opstiller imod"
2,"ἀντίτυπος",499,"no","tilbagestødende"
5,"ἀντίχριστος",500,"no","antikrist"
4,"ἀντλέω",501,"no","øser"
1,"ἄντλημα",502,"no","udøselse"
1,"ἀντοφθαλμέω",503,"no","ser i ansigtet"
4,"ἄνυδρος",504,"no","uden vand"
6,"ἀνυπόκριτος",505,"no","uden hykleri"
4,"ἀνυπότακτος",506,"no","ulydig"
9,"ἄνω",507,"no","op"
13,"ἄνωθεν",509,"no","ovenfra"
1,"ἀνωτερικός",510,"no","inde i"
2,"ἀνώτερος",511,"no","højere"
2,"ἀνωφελής",512,"no","frugtløs"
2,"ἀξίνη",513,"no","økse"
41,"ἄξιος",514,"no","værdig"
7,"ἀξιόω",515,"no","vurderer"
6,"ἀξίως",516,"no","ligegældende"
5,"ἀόρατος",517,"no","usynlig"
46,"ἀπαγγέλλω",518,"no","melder"
1,"ἀπάγχω",519,"no","kvæler"
14,"ἀπάγω",520,"no","leder"
1,"ἀπάγω",520,"yes","fører bort"
1,"ἀπαίδευτος",521,"no","udannet"
3,"ἀπαίρω",522,"no","bortfører"
2,"ἀπαιτέω",523,"no","affordrer"
1,"ἀπαλγέω",524,"no","er sløv"
3,"ἀπαλλάσσω",525,"no","bortfjerner"
3,"ἀπαλλοτριόω",526,"no","afhænder"
2,"ἁπαλός",527,"no","blød"
2,"ἀπαντάω",528,"no","møder"
3,"ἀπάντησις",529,"no","sammenkomst"
14,"ἅπαξ",530,"no","en gang"
1,"ἀπαράβατος",531,"no","uovertrædelig"
1,"ἀπαρασκεύαστος",532,"no","uforberedt"
11,"ἀπαρνέομαι",533,"no","afslår"
1,"ἀπάρτι",534,"no","aldeles"
1,"ἀπαρτισμός",535,"no","fuldendelse"
8,"ἀπαρχή",536,"no","førstegrøde"
32,"ἅπας",537,"no","enhver"
1,"ἀπασπάζομαι",782,"yes","siger farvel"
3,"ἀπατάω",538,"no","skuffer"
7,"ἀπάτη",539,"no","bedrag"
1,"ἀπάτωρ",540,"no","faderløs"
1,"ἀπαύγασμα",541,"no","afglans"
6,"ἀπείθεια",543,"no","ulydighed"
14,"ἀπειθέω",544,"no","er ulydig"
6,"ἀπειθής",545,"no","ulydig"
2,"ἀπειλέω",546,"no","truer"
3,"ἀπειλή",547,"no","trussel"
7,"ἄπειμι (I)",548,"no","er borte"
1,"ἄπειμι (II)",549,"no","går bort,"
1,"ἀπεῖπον",550,"no","beretter"
1,"ἀπείραστος",551,"no","kan ikke fristes"
1,"ἄπειρος",552,"no","uerfaren"
8,"ἀπεκδέχομαι",553,"no","venter"
2,"ἀπεκδύομαι",554,"no","afklæder mig"
1,"ἀπέκδυσις",555,"no","afklædning"
1,"ἀπελαύνω",556,"no","bortdriver"
1,"ἀπελεγμός",557,"no","gendrivelse"
1,"ἀπελεύθερος",558,"no","frigiven"
1,"Ἀπελλῆς",559,"no","Apelles"
1,"ἀπελπίζω",560,"no","fortvivler"
4,"ἀπέναντι",561,"no","modsat"
1,"ἀπέραντος",562,"no","ubegrænset"
1,"ἀπερισπάστως",563,"no","uforstyrret"
1,"ἀπερίτμητος",564,"no","ubeskåren"
117,"ἀπέρχομαι",565,"no","går bort"
19,"ἀπέχω",568,"no","er nok"
8,"ἀπιστέω",569,"no","tvivler"
11,"ἀπιστία",570,"no","vantro"
23,"ἄπιστος",571,"no","vantro"
7,"ἁπλότης",572,"no","enkelthed"
2,"ἁπλοῦς",573,"no","simpelt"
1,"ἁπλῶς",574,"no","simpelt"
647,"ἀπό",575,"no","fra"
4,"ἀποβαίνω",576,"no","går bort"
2,"ἀποβάλλω",577,"no","bortkaster"
1,"ἀποβλέπω",578,"no","vender mit blik imod"
1,"ἀπόβλητος",579,"no","bortkastet"
2,"ἀποβολή",580,"no","tab"
1,"ἀπογίνομαι",581,"no","er fraværende"
2,"ἀπογραφή",582,"no","indskrivelse"
4,"ἀπογράφω",583,"no","afskriver"
4,"ἀποδείκνυμι",584,"no","fremviser"
1,"ἀπόδειξις",585,"no","fremstilling"
1,"ἀποδεκατεύω",586,"yes"," giver tiende"
3,"ἀποδεκατόω",586,"no","kræver tiende"
2,"ἀπόδεκτος",587,"no","antagelig"
7,"ἀποδέχομαι",588,"no","modtager"
6,"ἀποδημέω",589,"no","er udenlands"
